data_reg_dt,displacement,enterprise,grade,mileage,modelname,rqno,year_oilprice
2026-06-08 12:00:01,1997,BMW,3,11.6,BMW Z4 sDrive28i,401110386,1786280
2026-06-08 12:00:02,3436,포르쉐,5,9.3,911 카레라 카브리올레,401120041,2228048
2026-06-08 12:00:02,3800,포르쉐,5,9.2,911 카레라 S 카브리올레,401120042,2252266
2026-06-08 12:00:26,1591,현대,3,11.8,벨로스터 1.6 터보GDI 자동6단,401120044,1756004
2026-06-08 12:00:01,1968,폭스바겐,2,15.4,Scirocco R-Line,401120046,1158750
2026-06-08 12:00:02,3436,포르쉐,5,9.3,911 카레라,401120056,2228048
2026-06-08 12:00:01,3800,포르쉐,5,9.2,911 카레라 S,401120061,2252266
2026-06-08 12:00:01,6162,GM,5,7.1,쉐보레 콜벳,401120063,2918430
2026-06-08 12:00:01,2497,현대,5,9.2,그랜드 스타렉스 2.5디젤 리무진(유로5),401120080,1939647
2026-06-08 12:00:26,3496,포드,5,7.7,익스플로러,401120086,2691019
2026-06-08 12:00:26,3726,포드,5,9.3,머스탱,401120093,2228048
2026-06-08 12:00:01,3726,포드,5,8.9,머스탱,401120094,2328185
2026-06-08 12:00:26,1984,볼보,3,11.7,볼보 XC60D3,401120098,1525192
2026-06-08 12:00:01,5461,벤츠,5,9.1,Mercedes-AMG SLK55,401120099,2277016
2026-06-08 12:00:26,1999,포드,3,12.3,포커스,401120104,1684622
2026-06-08 12:00:26,2199,현대,3,12.4,싼타페 2.2디젤 4WD(DM),401120107,1439093
2026-06-08 12:00:26,2199,현대,2,13.8,싼타페 2.2디젤 2WD(DM),401120109,1293098
2026-06-08 12:00:01,2993,BMW,3,12.5,BMW Gran Turismo 30d,401120117,1427580
2026-06-08 12:00:01,2199,현대,2,13.8,싼타페 2.2디젤 2WD(DM_5인),401120125,1293098
2026-06-08 12:00:26,4497,페라리,5,5.6,페라리 458 Spider,401120141,3700152
2026-06-08 12:00:02,3604,크라이슬러,5,7.6,짚랭글러 3.6,401120154,2726428
2026-06-08 12:00:26,2776,크라이슬러,5,9.2,짚랭글러 2.8,401120155,1939647
2026-06-08 12:00:00,3993,아우디,5,8.1,A8 4.0 TFSI quattro,401120160,2558130
2026-06-08 12:00:02,998,기아,000,10.8,레이1.0 바이퓨얼(신연비),401120165,1098319
2026-06-08 12:00:01,1995,MINI,3,13.6,MINI Cooper SD Countryman ALL4,401120170,1312114
2026-06-08 12:00:24,1995,BMW,2,14.7,BMW 525d xDrive Touring,401120177,1213929
2026-06-08 12:00:26,1997,BMW,3,12.8,BMW 320i,401120179,1618816
2026-06-08 12:00:02,4395,BMW,5,7.2,BMW GT 50i xDrive,401120186,2877896
2026-06-08 12:00:26,1998,케이지모빌리티,4,11.3,로디우스11인승 2.0DI CDPF 4WD 자동 5단,401120187,1579181
2026-06-08 12:00:27,1598,르노코리아자동차(주),2,15,New SM3 1.6,401120209,1381390
2026-06-08 12:00:24,3498,닛산,5,8.2,INFINITI JX35 (4WD),401120218,2526933
2026-06-08 12:00:26,4691,마세라티,5,6.3,마제라티 그란카브리오 Sport,401120222,3289024
2026-06-08 12:00:01,3436,포르쉐,4,9.5,박스터 S,401120224,2181142
2026-06-08 12:00:01,1998,기아,4,9.5,카렌스 2.0가솔린,401120226,2181142
2026-06-08 12:00:26,1998,기아,5,7.7,카렌스 2.0LPI,401120227,1540500
2026-06-08 12:00:02,1598,한국지엠,2,14.2,아베오 1.6 AT,401120230,1459215
2026-06-08 12:00:02,2143,벤츠,2,15.2,C220 CDI Coupe,401120231,1173997
2026-06-08 12:00:02,2360,크라이슬러,4,9.4,짚 컴패스,401120234,2204346
2026-06-08 12:00:02,3800,포르쉐,4,9.4,911 카레라 S,401120237,2204346
2026-06-08 12:00:26,3436,포르쉐,5,9.3,911 카레라,401120239,2228048
2026-06-08 12:00:02,2494,토요타,1,16.4,렉서스 ES300h,401120241,1263466
2026-06-08 12:00:04,998,기아,000,14.6,레이 1.0 ISG(고급형) (신연비),401120242,1419236
2026-06-08 12:00:04,4806,포르쉐,5,7.2,카이엔 GTS,401120243,2877896
2026-06-08 12:00:01,998,기아,000,13.9,레이 1.0 TCI (신연비),401120244,1490709
2026-06-08 12:00:02,4806,포르쉐,5,7.2,파나메라 4S,401120249,2877896
2026-06-08 12:00:24,2995,아우디,5,8.8,A8 3.0 TFSI quattro,401120280,2354642
2026-06-08 12:00:00,2995,아우디,5,8.8,A8 LWB 3.0 TFSI quattro,401120287,2354642
2026-06-08 12:00:10,3726,포드,5,9,링컨MKS,401120297,2302317
2026-06-08 12:00:24,3993,아우디,5,7.9,S6 4.0 TFSI quattro,401120318,2622892
2026-06-08 12:00:01,2987,크라이슬러,4,10.8,짚 그랜드체로키,401120319,1652292
2026-06-08 12:00:02,2776,크라이슬러,4,9.4,짚 랭글러,401120320,1898378
2026-06-08 12:00:01,796,한국지엠,000,9.6,다마스5인승,401120324,1235609
2026-06-08 12:00:04,796,한국지엠,000,9.8,라보롱카고,401120326,1210393
2026-06-08 12:00:02,2993,BMW,2,14,BMW GT 30d xDrive,401120330,1274625
2026-06-08 12:00:02,4395,BMW,5,8.1,BMW 750Li xDrive,401120335,2558130
2026-06-08 12:00:26,2993,BMW,4,10.8,BMW X6 M50d,401120336,1652292
2026-06-08 12:00:10,2953,볼보,5,7.9,볼보 S80T6,401120338,2622892
2026-06-08 12:00:01,796,한국지엠,000,9.8,라보5MT,401120343,1210393
2026-06-08 12:00:04,1999,현대,3,11.6,i40 2.0가솔린(왜건),401120344,1786280
2026-06-08 12:00:01,2401,볼보,2,14.2,볼보 S80D5,401120380,1256673
2026-06-08 12:00:26,995,한국지엠,000,14,스파크 1.0 LPG MT,401120383,847275
2026-06-08 12:00:26,2993,BMW,2,15.2,BMW 730Ld,401120385,1173997
2026-06-08 12:00:26,1995,BMW,2,14.5,BMW X1 xDrive 25d,401120389,1230672
2026-06-08 12:00:26,1995,BMW,2,15.2,BMW X1 xDrive 20d,401120390,1173997
2026-06-08 12:00:04,1999,현대,3,12.8,아반떼쿠페 2.0가솔린,401120404,1618816
2026-06-08 12:00:10,1984,볼보,2,14,볼보 V60D4,401120407,1274625
2026-06-08 12:00:00,1598,시트로엥,3,13.4,시트로엥 DS3 R6,401120412,1546332
2026-06-08 12:00:00,1591,현대,2,14.3,엑센트 1.6GDI(5DR) ISG(고급형)_신연비,401120418,1449010
2026-06-08 12:00:26,1995,BMW,2,15.5,BMW X1 xDrive 18d,401120422,1151274
2026-06-08 12:00:01,5038,현대,5,7.4,에쿠스리무진 5.0GDI(신연비),401120424,2800115
2026-06-08 12:00:04,2199,기아,4,11.3,카니발 2.2디젤(신연비),401120439,1579181
2026-06-08 12:00:26,3470,기아,5,8.2,카니발 3.5가솔린 11인(신연비),401120441,2526933
2026-06-08 12:00:01,1396,기아,3,13.3,프라이드 1.4가솔린 (신연비),401120450,1557959
2026-06-08 12:00:01,1591,기아,2,13.8,포르테쿠페 1.6GDI_신연비,401120453,1501511
2026-06-08 12:00:01,1591,기아,2,14.7,프라이드 1.6GDI (신연비),401120457,1409582
2026-06-08 12:00:04,2231,한국지엠,4,11,캡티바 2.2 디젤 AWD AT 7인승,401120458,1622250
2026-06-08 12:00:01,1998,케이지모빌리티,4,11.2,코란도스포츠 2.0DI CDPF 4WD 자동6단,401120459,1593281
2026-06-08 12:00:01,1998,한국지엠,3,12,올란도 2.0 디젤,401120464,1487063
2026-06-08 12:00:26,1995,기아,3,13.3,스포티지 2.0디젤 4WD(신연비),401120473,1341711
2026-06-08 12:00:27,1995,기아,2,14.2,스포티지 2.0디젤 2WD(신연비),401120475,1256673
2026-06-08 12:00:01,1995,현대,2,14.2,투싼 2.0디젤 2WD (신연비),401120479,1256673
2026-06-08 12:00:01,1995,현대,3,12.4,투싼 2.0디젤 4WD (신연비),401120480,1439093
2026-06-08 12:00:01,1995,현대,3,13.3,투싼 2.0디젤 4WD (신연비),401120481,1341711
2026-06-08 12:00:26,1591,기아,3,13,포르테 1.6GDI(5DR)_신연비,401120482,1593912
2026-06-08 12:00:26,2498,스바루,4,11.1,Legacy 2.5,401120486,1866743
2026-06-08 12:00:26,1582,현대,1,16.5,엑센트 1.6디젤(5DR)_신연비,401120490,1081500
2026-06-08 12:00:01,4966,케이지모빌리티,5,7.6,체어맨W 가솔린 5.0 2WD,401120500,2726428
2026-06-08 12:00:01,3199,케이지모빌리티,5,8.1,체어맨W 가솔린 3.2 2WD,401120504,2558130
2026-06-08 12:00:26,1598,폭스바겐,1,18.9,Golf 1.6 TDI Blue Motion,401120505,944167
2026-06-08 12:00:02,5000,재규어,5,7.4,재규어 XJ5.0,401120512,2800115
2026-06-08 12:00:26,1396,현대,2,14.3,엑센트 1.4가솔린_신연비,401120516,1449010
2026-06-08 12:00:01,2359,현대,5,6.8,그랜드 스타렉스 2.4LPI 5밴(신연비),401120523,1744390
2026-06-08 12:00:01,2497,기아,5,9.2,봉고 1t 장축 슈퍼캡(신연비),401120533,1939647
2026-06-08 12:00:27,3470,기아,5,8.2,카니발 3.5가솔린 7인(신연비),401120536,2526933
2026-06-08 12:00:00,2497,현대,5,8.9,포터 2.5디젤 초장축 더블캡(신연비),401120556,2005028
2026-06-08 12:00:00,1591,기아,2,14.3,프라이드 1.6GDI ISG(고급형) (신연비),401120559,1449010
2026-06-08 12:00:00,5000,랜드로버,5,6,레인지로버 5.0,401120564,3453475
2026-06-08 12:00:00,2967,폭스바겐,4,9.6,Phaeton 3.0 TDI,401120567,1858828
2026-06-08 12:00:27,3598,케이지모빌리티,5,8,체어맨W 가솔린 3.6 2WD,401120573,2590106
2026-06-08 12:00:01,1997,푸조,4,11.2,푸조 Expert Tepee 2.0 HDi,401120575,1593281
2026-06-08 12:00:01,2997,GM,5,7.6,캐딜락 SRX 3.0,401120576,2726428
2026-06-08 12:00:27,2359,현대,5,6.4,그랜드 스타렉스 2.4LPI 3밴(신연비),401120579,1853414
2026-06-08 12:00:27,2359,현대,5,6.8,그랜드 스타렉스 2.4LPI 3밴(신연비),401120580,1744390
2026-06-08 12:00:27,2359,현대,4,11.3,그랜저 2.4GDI(신연비),401120582,1833704
2026-06-08 12:00:01,1995,MINI,2,15.4,MINI Cooper SD Coupe,401120585,1158750
2026-06-08 12:00:01,1995,MINI,1,16.1,MINI Cooper D Clubman,401120586,1108370
2026-06-08 12:00:26,2979,BMW,4,9.9,BMW 740Li,401120589,2093015
2026-06-08 12:00:26,2776,크라이슬러,5,9.2,짚 랭글러,401120590,1939647
2026-06-08 12:00:01,1591,기아,2,14.3,프라이드 1.6GDI(5DR) ISG(고급형) (신연비),401120597,1449010
2026-06-08 12:00:26,3800,포르쉐,5,7.6,911 카레라 4 GTS,401120598,2726428
2026-06-08 12:00:26,3800,포르쉐,5,7.6,911 카레라 4S 카브리올레,401120599,2726428
2026-06-08 12:00:01,2401,볼보,3,12.4,볼보 XC60D5,401120601,1439093
2026-06-08 12:00:01,3696,닛산,5,8.9,INFINITI M37x,401120602,2328185
2026-06-08 12:00:01,1998,케이지모빌리티,4,10.8,코란도C 2.0DI CDPF AWD,401120606,1652292
2026-06-08 12:00:14,1998,르노코리아자동차(주),4,9.6,New SM5 LPLi,401120633,1235609
2026-06-08 12:00:01,6162,GM,5,6,캐딜락 Escalade,401120641,3453475
2026-06-08 12:00:01,1591,현대,3,13.3,벨로스터 1.6GDI(신연비),401120643,1557959
2026-06-08 12:00:04,1591,현대,3,13.6,벨로스터 1.6GDI(신연비),401120644,1523592
2026-06-08 12:00:04,2494,토요타,4,10.4,토요타 RAV4 2WD,401120646,1992389
2026-06-08 12:00:04,4395,BMW,5,8.3,BMW 650i Convertible,401120649,2496488
2026-06-08 12:00:04,1798,토요타,3,11.9,토요타 Corolla,401120651,1741248
2026-06-08 12:00:04,1995,BMW,1,18.5,BMW 1 Series Sport,401120652,964581
2026-06-08 12:00:26,3436,포르쉐,5,9,911 카레라 4 카브리올레,401120671,2302317
2026-06-08 12:00:26,2997,GM,5,8.6,캐딜락 CTS 3.0,401120672,2409401
2026-06-08 12:00:22,4663,벤츠,5,7.6,S500 CGI 4Matic L,401120681,2726428
2026-06-08 12:00:22,5461,벤츠,5,7.6,CL63 AMG,401120682,2726428
2026-06-08 12:00:25,1984,아우디,4,11.1,TT Roadster 2.0 TFSI quattro,401120696,1866743
2026-06-08 12:00:25,2967,아우디,4,10.3,Q7 3.0 TDI quattro,401120697,1732500
2026-06-08 12:00:25,2967,아우디,3,13.1,A6 3.0 TDI quattro,401120698,1362195
2026-06-08 12:00:24,1995,르노코리아자동차(주),3,13.2,QM5 2WD,401120711,1351875
2026-06-08 12:00:01,4172,폭스바겐,5,6.9,Phaeton 4.2,401120728,3003022
2026-06-08 12:00:01,2995,재규어,5,8.4,재규어 XJ 3.0SC (SWB),401120729,2466768
2026-06-08 12:00:01,2360,크라이슬러,4,9.7,짚 컴패스 FWD,401120730,2136170
2026-06-08 12:00:01,6417,크라이슬러,5,5.5,짚 그랜드체로키 SRT8,401120731,3767427
2026-06-08 12:00:01,3598,포르쉐,5,7.4,카이엔,401120732,2800115
2026-06-08 12:00:01,1560,푸조,1,18.4,푸조 308 1.6 e-HDi,401120733,969823
2026-06-08 12:00:01,2179,푸조,2,14.3,푸조 508 2.2 HDi,401120734,1247885
2026-06-08 12:00:01,1997,푸조,2,14.8,푸조 508 2.0 HDi,401120735,1205726
2026-06-08 12:00:01,1598,푸조,3,11.7,푸조 RCZ,401120736,1771013
2026-06-08 12:00:26,1984,아우디,4,11.1,TT Coupe 2.0 TFSI quattro,401120738,1866743
2026-06-08 12:00:26,1984,아우디,4,9.8,TTS Coupe quattro,401120739,2114372
2026-06-08 12:00:25,2967,아우디,3,13,A8 3.0 TDI quattro,401120740,1372673
2026-06-08 12:00:26,1997,포드,1,17,Focus 2.0 TDCi,401120741,1049691
2026-06-08 12:00:25,1997,포드,1,17,Focus 2.0 TDCi,401120742,1049691
2026-06-08 12:00:25,2143,벤츠,2,15.6,C220 CDI,401120749,1143894
2026-06-08 12:00:26,4395,BMW,5,7.6,BMW M6 Coupe,401120750,2726428
2026-06-08 12:00:26,2496,벤츠,4,10,C250,401120752,2072085
2026-06-08 12:00:26,1999,랜드로버,5,8.1,프리랜더 2.0P,401120753,2558130
2026-06-08 12:00:25,3436,포르쉐,5,9,911 카레라 4,401120754,2302317
2026-06-08 12:00:26,4297,페라리,5,6.6,페라리 캘리포니아,401120760,3139523
2026-06-08 12:00:26,1591,기아,2,14,포르테 1.6 LPI 하이브리드(신연비),401120764,847275
2026-06-08 12:00:26,1560,푸조,1,18.4,푸조 508 1.6 e-HDi,401120765,969823
2026-06-08 12:00:27,1997,푸조,2,14.8,푸조 508SW 2.0 HDi,401120766,1205726
2026-06-08 12:00:27,1997,푸조,2,14.8,푸조 308CC 2.0 HDi E5,401120767,1205726
2026-06-08 12:00:27,1796,벤츠,4,11.1,C200 CGI,401120768,1866743
2026-06-08 12:00:27,5461,벤츠,5,7.6,CLS63 AMG,401120770,2726428
2026-06-08 12:00:27,2143,벤츠,2,14.9,E250 CDI 4Matic,401120772,1197634
2026-06-08 12:00:27,4969,토요타,5,7.7,렉서스 ISF,401120774,2691019
2026-06-08 12:00:25,4608,토요타,5,7.8,렉서스 LS460,401120775,2656519
2026-06-08 12:00:25,6208,벤츠,5,6.5,C63 AMG,401120777,3187823
2026-06-08 12:00:22,5461,벤츠,5,7.6,S63 AMG L,401120781,2726428
2026-06-08 12:00:25,3498,벤츠,4,9.4,E350 Coupe,401120787,2204346
2026-06-08 12:00:26,2987,벤츠,4,11.5,S350 BlueTEC,401120788,1551717
2026-06-08 12:00:25,1995,BMW,1,16.7,BMW 320d xDrive,401120789,1068548
2026-06-08 12:00:25,3342,기아,4,9.6,K9 3.3GDI 18인치 타이어(신연비),401120790,2158422
2026-06-08 12:00:26,5998,벤틀리,5,6.3,New Continental GT,401120791,3289024
2026-06-08 12:00:26,5998,벤틀리,5,6.3,New Continental GT Speed,401120792,3289024
2026-06-08 12:00:26,5998,벤틀리,5,5.8,New Continental GTC,401120793,3572560
2026-06-08 12:00:26,5998,벤틀리,5,5.8,New Continental GT Speed Convertible,401120794,3572560
2026-06-08 12:00:26,3498,벤츠,5,8.8,S350 CGI L,401120795,2354642
2026-06-08 12:00:27,1995,MINI,2,15.4,MINI Cooper SD,401120796,1158750
2026-06-08 12:00:02,3342,기아,4,9.4,K9 3.3GDI 19인치 타이어(신연비),401120800,2204346
2026-06-08 12:00:01,3778,기아,5,9.3,K9 3.8GDI(신연비),401120801,2228048
2026-06-08 12:00:02,4395,BMW,5,7,BMW X6 xDrive50i,401120802,2960121
2026-06-08 12:00:01,6749,롤스로이스,5,5.7,Rolls-Royce Phantom EWB,401120803,3635237
2026-06-08 12:00:02,1560,푸조,1,18.1,푸조 308SW 1.6 e-HDi,401120804,985898
2026-06-08 12:00:02,1997,푸조,2,14.1,푸조 3008 2.0 HDi,401120805,1265585
2026-06-08 12:00:02,1997,시트로엥,2,14.5,시트로엥 DS5 2.0 HDi,401120806,1230672
2026-06-08 12:00:02,3999,BMW,5,7.2,BMW M3,401120807,2877896
2026-06-08 12:00:02,2996,BMW,5,8.7,BMW 328i Convertible,401120808,2381707
2026-06-08 12:00:02,1598,BMW,3,12.9,MINI Cooper Clubman,401120809,1606267
2026-06-08 12:00:26,2979,BMW,5,9.2,BMW Z4 sDrive35i,401120810,2252266
2026-06-08 12:00:02,2979,BMW,4,10,BMW 535i,401120811,2072085
2026-06-08 12:00:02,1598,BMW,3,12.3,MINI Cooper S Convertible,401120813,1684622
2026-06-08 12:00:02,2979,BMW,5,8.5,BMW X6 xDrive35i,401120814,2437747
2026-06-08 12:00:02,1997,BMW,4,11.3,BMW 528i xDrive,401120815,1833704
2026-06-08 12:00:02,3342,현대,4,9.4,제네시스 3.3GDI 유로패키지(신연비),401120816,2204346
2026-06-08 12:00:02,2494,토요타,1,16.4,토요타 CAMRY Hybrid,401120819,1263466
2026-06-08 12:00:02,6592,롤스로이스,5,6.3,Rolls Royce Ghost EWB,401120820,3289024
2026-06-08 12:00:02,2494,토요타,4,11.5,토요타 CAMRY,401120821,1801813
2026-06-08 12:00:02,1998,한국지엠,3,12,캡티바 2.0 디젤 FWD AT 7인승,401120822,1487063
2026-06-08 12:00:02,3956,토요타,5,7.6,토요타 FJ Cruiser,401120823,2726428
2026-06-08 12:00:02,3498,벤츠,4,10.1,E350,401120824,2051569
2026-06-08 12:00:25,5461,벤츠,5,7.6,E63 AMG,401120825,2726428
2026-06-08 12:00:26,1984,폭스바겐,4,11.5,Golf GTI,401120846,1801813
2026-06-08 12:00:26,2967,포르쉐,4,11.3,파나메라 디젤 플래티늄에디션,401120847,1579181
2026-06-08 12:00:26,2979,BMW,5,9.2,BMW 335i Convertible,401120848,2252266
2026-06-08 12:00:26,4966,케이지모빌리티,5,7.5,체어맨W 가솔린 5.0 리무진 4인승,401120849,2762780
2026-06-08 12:00:26,4966,케이지모빌리티,5,7.6,체어맨W 가솔린 5.0 2WD 4인승,401120850,2726428
2026-06-08 12:00:26,1598,BMW,3,12.2,MINI Cooper S Clubman,401120858,1698430
2026-06-08 12:00:26,6749,롤스로이스,5,5.9,Rolls-Royce Phantom,401120859,3512008
2026-06-08 12:00:25,4806,포르쉐,5,7.2,파나메라 4S,401120865,2877896
2026-06-08 12:00:01,4395,BMW,5,6.2,BMW X5 M,401120868,3342073
2026-06-08 12:00:26,1598,BMW,3,12.9,MINI Cooper Convertible,401120877,1606267
2026-06-08 12:00:01,6592,롤스로이스,5,6.3,Rolls Royce Ghost,401120886,3289024
2026-06-08 12:00:01,4395,BMW,5,6.2,BMW X6 M,401120887,3342073
2026-06-08 12:00:01,1798,토요타,1,18.1,렉서스 CT200h,401130001,1144798
2026-06-08 12:00:01,2231,한국지엠,4,11.4,캡티바 2.2 디젤 AWD AT 5인승,401130003,1565329
2026-06-08 12:00:26,1997,BMW,3,11.7,BMW 528i,401130004,1771013
2026-06-08 12:00:26,5204,아우디,5,6.4,R8 Spyder 5.2 FSI quattro,401130005,3237633
2026-06-08 12:00:26,2979,BMW,5,8.5,BMW X5 xDrive35i,401130009,2437747
2026-06-08 12:00:01,4395,BMW,5,7,BMW X5 xDrive50i,401130010,2960121
2026-06-08 12:00:01,3696,닛산,5,9.1,INFINITI M37,401130022,2277016
2026-06-08 12:00:01,1396,기아,1,19,프라이드 1.4디젤 (5DR),401130028,939197
2026-06-08 12:00:12,2979,BMW,5,9.2,BMW 535i xDrive GT,401130030,2252266
2026-06-08 12:00:01,1995,BMW,2,15.6,BMW GT EfficientDynamics Edition,401130032,1143894
2026-06-08 12:00:01,2401,볼보,2,14.3,볼보 S60D5,401130033,1247885
2026-06-08 12:00:26,3498,닛산,5,8.3,MURANO,401130041,2496488
2026-06-08 12:00:26,3799,닛산,5,7.7,GTR,401130042,2691019
2026-06-08 12:00:26,2488,닛산,4,10.6,ROGUE (2WD),401130043,1954797
2026-06-08 12:00:01,2993,닛산,4,9.5,INFINITI FX30d,401130046,1878395
2026-06-08 12:00:01,5026,닛산,5,6.8,INFINITI FX50,401130047,3047184
2026-06-08 12:00:26,2496,닛산,4,9.7,INFINITI G25,401130049,2136170
2026-06-08 12:00:01,3498,벤츠,4,10.1,CLS350,401130053,2051569
2026-06-08 12:00:26,1591,현대,3,12.6,벨로스터 1.6 터보GDI 수동6단,401130059,1644512
2026-06-08 12:00:01,2199,현대,3,11.9,맥스크루즈 2.2디젤 2WD 6인,401130108,1499559
2026-06-08 12:00:01,2199,현대,4,11.3,맥스크루즈 2.2디젤 4WD 6인,401130109,1579181
2026-06-08 12:00:14,4691,마세라티,5,6.7,Maserati Granturismo MC,401130260,3092664
2026-06-08 12:00:01,1997,BMW,4,11.2,BMW 520i,401130329,1850076
2026-06-08 12:00:01,1997,BMW,4,9.8,BMW X3 xDrive28i,401130330,2114372
2026-06-08 12:00:01,2993,BMW,3,13,BMW 640d xDrive Gran Coupe,401130394,1372673
2026-06-08 12:00:01,1995,기아,2,13.8,스포티지 2.0디젤 2WD,401130404,1293098
2026-06-08 12:00:01,2497,현대,5,9.1,포터 2.5디젤 4×4 슈퍼캡,401130410,1960962
2026-06-08 12:00:01,1998,기아,4,9.7,스포티지 2.0T-GDI 2WD,401130423,2136170
2026-06-08 12:00:01,1598,폭스바겐,1,18.9,Golf 1.6 TDI BMT,401130433,944167
2026-06-08 12:00:25,1997,BMW,4,10.3,BMW X3 xDrive20i,401130442,2011733
2026-06-08 12:00:04,1984,아우디,4,10,A5 2.0 TFSI quattro,401130484,2072085
2026-06-08 12:00:04,6498,람보르기니,5,5.2,Aventador LP720-4,401130495,3984779
2026-06-08 12:00:01,1685,기아,2,14,카렌스 1.7 디젤 7인 ISG,401130512,1274625
2026-06-08 12:00:01,2979,마세라티,5,7.6,Maserati Ghibli S Q4,401130559,2726428
2026-06-08 12:00:04,2993,BMW,2,14.9,BMW 535d,401130561,1197634
2026-06-08 12:00:04,3605,포르쉐,5,8.3,파나메라 4,401130563,2496488
2026-06-08 12:00:04,3605,포르쉐,5,8.6,파나메라,401130564,2409401
2026-06-08 12:00:01,2993,BMW,2,14.3,BMW 530d xDrive,401130578,1247885
2026-06-08 12:00:04,4806,포르쉐,5,7.3,파나메라 터보,401130590,2838473
2026-06-08 12:00:04,3498,벤츠,5,9,E300 4Matic,401130652,2302317
2026-06-08 12:00:11,3696,닛산,5,9.1,INFINITI Q70 3.7,401130667,2277016
2026-06-08 12:00:01,2993,닛산,4,9.5,INFINITI QX70 3.0d,401130668,1878395
2026-06-08 12:00:10,2993,BMW,3,11.7,BMW X5 M50d,401130675,1525192
2026-06-08 12:00:11,5552,닛산,5,7.7,INFINITI Q70 5.6,401130684,2691019
2026-06-08 12:00:04,1497,혼다,1,19,CIVIC HYBRID,401130694,1090571
2026-06-08 12:00:24,5461,벤츠,5,7.3,CLS63 AMG S 4Matic,401130717,2838473
2026-06-08 12:00:01,3604,크라이슬러,5,7.9,그랜드보이저,401130720,2622892
2026-06-08 12:00:04,1998,GM,4,9.6,캐딜락CTS AWD,401140016,2158422
2026-06-08 12:00:01,2497,기아,4,9.9,봉고 덤프 2륜구동 슈퍼캡,401140028,1802500
2026-06-08 12:00:01,2497,현대,5,8,그랜드 스타렉스 2.5디젤 4WD 리무진,401140054,2230594
2026-06-08 12:00:01,0,한국지엠,802,6,스파크 EV,401140065,732250
2026-06-08 12:00:10,1496,MINI,1,19.4,MINI Cooper D,401140096,919832
2026-06-08 12:00:01,2995,아우디,4,9.7,A8 LWB 3.0 TFSI quattro,401140099,2136170
2026-06-08 12:00:01,3436,포르쉐,5,8.6,911 타르가 4,401140108,2409401
2026-06-08 12:00:01,3598,케이지모빌리티,5,7.3,체어맨W 가솔린 3.6 AWD 리무진 5인승,401140143,2838473
2026-06-08 12:00:04,6299,아우디,5,6.9,A8L W12 quattro,401140152,3003022
2026-06-08 12:00:01,2967,아우디,3,12.6,A8 50 TDI quattro,401140172,1416250
2026-06-08 12:00:11,3800,포르쉐,5,8.2,911 카레라 4S 파워킷 카브리올레,411130245,2526933
2026-06-08 12:00:24,3800,포르쉐,5,8.3,911 타르가 4S,411140112,2496488
2026-06-08 12:00:11,2967,포르쉐,3,11.6,마칸 S 디젤,411140148,1538341
2026-06-08 12:00:04,1984,아우디,5,9,A6 40 TFSI quattro,411140199,2302317
2026-06-08 12:00:04,2995,아우디,5,9,A6 50 TFSI quattro,411140201,2302317
2026-06-08 12:00:04,1995,기아,3,12.9,쏘렌토 2.0디젤 2WD ISG 7인 19인치타이어(UM),411140217,1383314
2026-06-08 12:00:01,2979,BMW,4,9.6,BMW M4 Coupe,411140232,2158422
2026-06-08 12:00:01,2199,기아,3,12,쏘렌토 2.2디젤 4WD ISG 5인(UM),411140237,1487063
2026-06-08 12:00:01,2199,기아,3,11.6,쏘렌토 2.2디젤 4WD ISG 5인 19인치타이어(UM),411140238,1538341
2026-06-08 12:00:12,1999,포드,5,9,Lincoln MKC 2.0 AWD,411140239,2302317
2026-06-08 12:00:01,2979,BMW,4,9.6,BMW M3,411140243,2158422
2026-06-08 12:00:04,796,한국지엠,000,8.9,라보롱카고,411140255,1332792
2026-06-08 12:00:04,796,한국지엠,000,8.9,라보5MT,411140256,1332792
2026-06-08 12:00:01,2967,아우디,3,13.1,A6 45 TDI quattro,411140267,1362195
2026-06-08 12:00:01,5461,벤츠,5,7.2,Mercedes-AMG S63 4Matic Coupe,411140269,2877896
2026-06-08 12:00:01,2360,크라이슬러,4,10.1,짚 체로키 2.4,411140271,2051569
2026-06-08 12:00:01,1984,포르쉐,5,8.9,마칸,411140320,2328185
2026-06-08 12:00:01,2996,벤츠,4,9.4,S400 L,411140440,2204346
2026-06-08 12:00:01,5980,벤츠,5,6.8,Mercedes Maybach S600,411140465,3047184
2026-06-08 12:00:11,3800,포르쉐,5,8.4,911 카레라 GTS 카브리올레,411140478,2466768
2026-06-08 12:00:22,2997,포르쉐,5,7.1,마칸 GTS,411160060,2918430
2026-06-08 12:00:25,4663,벤츠,5,7.6,Mercedes-Maybach S500,441150890,2726428
2026-06-08 12:00:25,1461,르노코리아자동차(주),1,17.7,SM3 1.5 DIESEL,441150897,1008178
2026-06-08 12:00:25,1580,현대,1,20.2,아이오닉 1.6GDI 하이브리드 6DCT_17''타이어,441150907,1025785
2026-06-08 12:00:25,3496,포드,5,7.6,익스플로러,441150909,2726428
2026-06-08 12:00:25,1799,혼다,3,12.3,HR-V 4WD,441150910,1684622
2026-06-08 12:00:22,1968,폭스바겐,2,15.3,Golf Sportsvan 2.0 TDI BMT,441150916,1166324
2026-06-08 12:00:24,1956,크라이슬러,3,11.6,짚 레니게이드,441150917,1538341
