data_reg_dt,displacement,enterprise,grade,mileage,modelname,rqno,year_oilprice
2026-06-08 12:00:23,2143,벤츠,2,14.8,B200 d,441152123,1205726
2026-06-08 12:00:22,3696,닛산,5,8.2,INFINITI QX50,441152124,2526933
2026-06-08 12:00:11,1582,현대,1,16.8,"코나 1.6디젤 ISG (16""타이어) (15)",441152126,1062188
2026-06-08 12:00:12,1582,현대,1,16.5,"코나 1.6디젤 ISG (17""타이어) (15)",441152127,1081500
2026-06-08 12:00:23,1582,현대,1,16.2,"코나 1.6디젤 ISG (18""타이어) (15)",441152128,1101528
2026-06-08 12:00:11,2894,포르쉐,5,8.8,파나메라 4S,441152129,2354642
2026-06-08 12:00:23,2995,재규어,5,9.2,재규어 F-Type (3.0SC COUPE),441152130,2252266
2026-06-08 12:00:12,2995,재규어,5,8.5,재규어 F-Type (3.0SC COUPE S AWD),441152132,2437747
2026-06-08 12:00:23,5204,람보르기니,5,5.5,Huracan LP610-4,441152133,3767427
2026-06-08 12:00:10,5204,람보르기니,5,5.3,Huracan LP610-4 Spyder,441152134,3909594
2026-06-08 12:00:12,5000,랜드로버,5,6.4,레인지로버 5.0SC,441152135,3237633
2026-06-08 12:00:12,5000,랜드로버,5,6.4,레인지로버 5.0SC,441152136,3237633
2026-06-08 12:00:12,4367,랜드로버,5,8,레인지로버 4.4D,441152138,2230594
2026-06-08 12:00:14,4367,랜드로버,5,8,레인지로버 4.4D,441152139,2230594
2026-06-08 12:00:25,4367,랜드로버,5,8,레인지로버 4.4D,441152140,2230594
2026-06-08 12:00:23,1591,현대,3,12.3,"코나 1.6T-GDI 2WD (18""타이어) (15)",441152145,1684622
2026-06-08 12:00:21,1591,현대,4,11.3,"코나 1.6T-GDI 4WD (16""타이어) (15)",441152146,1833704
2026-06-08 12:00:12,1368,크라이슬러,3,11.7,피아트 500,441152152,1771013
2026-06-08 12:00:22,5204,람보르기니,5,5.4,Huracan LP580-2 Spyder,441152153,3837194
2026-06-08 12:00:23,1991,벤츠,4,9.6,E300 4Matic (AMG Line),441152155,2158422
2026-06-08 12:00:24,1998,르노코리아자동차(주),5,8.7,"SM5 LPLi (17"" Tire)",441152158,1363431
2026-06-08 12:00:23,3498,닛산,5,8.6,INFINITI QX60,441152160,2409401
2026-06-08 12:00:14,1999,랜드로버,3,12.8,디스커버리 SD4,441152161,1394121
2026-06-08 12:00:25,1997,르노코리아자동차(주),3,11.7,"QM6 2.0 (17"" Tire)",441152165,1771013
2026-06-08 12:00:11,1999,현대,803,23.9,쏘나타 2.0GDI 플러그인 하이브리드 개조차 (15),441152166,866981
2026-06-08 12:00:12,1998,기아,4,9.4,쏘렌토(PE) 2.0T-GDI 2WD 7인 (19인치 타이어) (15),441152172,2204346
2026-06-08 12:00:11,1998,기아,5,8.7,쏘렌토(PE) 2.0T-GDI 4WD 7인 (15),441152173,2381707
2026-06-08 12:00:21,1995,기아,3,13.1,"쏘렌토(PE) 2.0디젤 2WD ISG 5인(18""타이어) (15)",441152174,1362195
2026-06-08 12:00:14,1995,기아,3,12.4,"쏘렌토(PE) 2.0디젤 2WD ISG 7인(19""타이어) (15)",441152176,1439093
2026-06-08 12:00:25,1995,기아,3,11.9,"쏘렌토(PE) 2.0디젤 4WD ISG 7인(18""타이어) (15)",441152177,1499559
2026-06-08 12:00:11,1995,기아,4,11.3,"쏘렌토(PE) 2.0디젤 4WD ISG 7인(19""타이어) (15)",441152178,1579181
2026-06-08 12:00:10,2199,기아,3,13.4,"쏘렌토(PE) 2.2디젤 2WD ISG 5인(18""타이어) (15)",441152179,1331698
2026-06-08 12:00:21,2199,기아,3,12.2,"쏘렌토(PE) 2.2디젤 4WD ISG 5인(18""타이어) (15)",441152182,1462684
2026-06-08 12:00:24,2199,기아,3,11.6,"쏘렌토(PE) 2.2디젤 4WD ISG 7인(19""타이어) (15)",441152185,1538341
2026-06-08 12:00:14,2996,벤츠,5,8.6,S450 L,441152195,2409401
2026-06-08 12:00:10,1997,르노코리아자동차(주),4,11.2,"QM6 2.0 (19"" Tire)",441152196,1850076
2026-06-08 12:00:13,0,닛산,802,5,LEAF,441152197,878700
2026-06-08 12:00:11,4395,BMW,5,7.6,BMW M5,441152198,2726428
2026-06-08 12:00:10,3855,페라리,5,8,페라리 캘리포니아 T,441152199,2590106
2026-06-08 12:00:13,1998,기아,4,9.6,쏘렌토(PE) 2.0T-GDI 2WD 7인 (18인치 타이어)(15),441152201,2158422
2026-06-08 12:00:25,2967,아우디,4,10.8,Q7 35 TDI quattro,441152202,1652292
2026-06-08 12:00:25,1998,현대,4,10.7,G70 2.0T-GDI 2WD (18인치 타이어) (15),441152204,1936528
2026-06-08 12:00:21,1998,현대,4,10.4,G70 2.0T-GDI 2WD (19인치 타이어) (15),441152205,1992389
2026-06-08 12:00:23,1998,현대,4,10,G70 2.0T-GDI AWD (18인치 타이어) (15),441152206,2072085
2026-06-08 12:00:25,1998,현대,4,9.5,G70 2.0T-GDI AWD (19인치 타이어) (15),441152207,2181142
2026-06-08 12:00:13,2967,아우디,4,10.7,Q7 45 TDI quattro,441152208,1667734
2026-06-08 12:00:10,1991,벤츠,4,10.5,GLA250 4Matic,441152209,1973414
2026-06-08 12:00:10,1560,푸조,3,12.7,Peugeot 5008 1.6 BlueHDi,441152211,1405098
2026-06-08 12:00:14,2979,BMW,5,8.9,BMW M4 Convertible Competition Package,441152213,2328185
2026-06-08 12:00:21,2981,포르쉐,5,8.8,911 카레라 4 GTS 카브리올레,441152217,2354642
2026-06-08 12:00:22,2925,벤츠,3,12.3,S400 d 4Matic L,441152221,1450793
2026-06-08 12:00:10,1998,BMW,803,15.4,BMW 740e iPerformance,441152226,1345510
2026-06-08 12:00:20,1969,볼보,3,13.3,볼보 XC60D4 AWD,441152229,1341711
2026-06-08 12:00:11,2993,BMW,4,11.4,BMW 630d xDrive,441152232,1565329
2026-06-08 12:00:23,1560,푸조,3,13.1,Peugeot 3008 1.6 BlueHDi,441152233,1362195
2026-06-08 12:00:20,5461,벤츠,5,6.7,Mercedes-AMG S63 4Matic L,441152235,3092664
2026-06-08 12:00:10,1968,아우디,3,13.1,Q3 30 TDI quattro,441152238,1362195
2026-06-08 12:00:25,2995,재규어,5,8.9,재규어 F-TYPE 400 Sport (RWD Conv),441152239,2328185
2026-06-08 12:00:14,2981,포르쉐,5,8.8,911 카레라 4 GTS,441152243,2354642
2026-06-08 12:00:11,3996,포르쉐,5,7.1,파나메라 터보,441152245,2918430
2026-06-08 12:00:23,2359,현대,5,5.9,그랜드 스타렉스 2.4LPI 어린이보호차 (12인승),441152248,2010483
2026-06-08 12:00:21,3649,GM,5,8.7,캐딜락 XT5,441152252,2381707
2026-06-08 12:00:21,2359,현대,5,5.9,그랜드 스타렉스 2.4LPI 어린이버스 (15인승),441152253,2010483
2026-06-08 12:00:25,3982,벤츠,5,8.4,S560 4Matic L,441152262,2466768
2026-06-08 12:00:21,3982,벤츠,5,8.4,S560 4Matic L,441152263,2466768
2026-06-08 12:00:21,3982,벤츠,5,8.1,Mercedes-Maybach S560 4Matic,441152264,2558130
2026-06-08 12:00:21,2996,벤츠,5,8.6,S450 L,441152265,2409401
2026-06-08 12:00:24,1968,폭스바겐,3,13.7,Tiguan Allspace 2.0 TDI,441152266,1302536
2026-06-08 12:00:23,1968,아우디,2,14,A4 35 TDI quattro,441152268,1274625
2026-06-08 12:00:10,1968,아우디,2,15.5,A4 30 TDI,441152269,1151274
2026-06-08 12:00:10,1968,아우디,2,14.4,A6 35 TDI,441152270,1239219
2026-06-08 12:00:24,1968,아우디,2,15.2,A4 35 TDI,441152272,1173997
2026-06-08 12:00:23,1968,아우디,3,11.8,A6 35 TDI quattro,441152273,1512267
2026-06-08 12:00:12,1968,폭스바겐,2,15.1,Passat GT 2.0 TDI,441152274,1181772
2026-06-08 12:00:10,1968,폭스바겐,2,14.8,Arteon 2.0 TDI,441152278,1205726
2026-06-08 12:00:11,2967,아우디,4,10.9,A6 50 TDI quattro,441152279,1637133
2026-06-08 12:00:25,1597,케이지모빌리티,4,11.4,티볼리 가솔린 AT 2WD Short LEV3,441152281,1817618
2026-06-08 12:00:11,1999,랜드로버,3,12.1,레인지로버 벨라 D180,441152286,1474773
2026-06-08 12:00:23,1499,MINI,3,12.3,MINI Cooper five-door,441152290,1684622
2026-06-08 12:00:24,2993,BMW,3,11.6,BMW M550d xDrive,441152291,1538341
2026-06-08 12:00:10,1997,재규어,4,10.2,재규어 XF 25t AWD,441152292,2031456
2026-06-08 12:00:25,2199,현대,3,13.6,G70 2.2디젤 AWD_17인치타이어 (15),441152294,1312114
2026-06-08 12:00:24,1950,벤츠,2,14.3,E220 d Cabriolet,441152296,1247885
2026-06-08 12:00:24,3604,포르쉐,5,7.4,카이엔 S,441152298,2800115
2026-06-08 12:00:24,2981,포르쉐,5,9.2,911 카레라 GTS,441152300,2252266
2026-06-08 12:00:24,1997,재규어,4,10.5,재규어 XF 25t,441152302,1973414
2026-06-08 12:00:23,1998,BMW,803,16.7,BMW 330e iPerformance,441152306,1240769
2026-06-08 12:00:21,3342,현대,5,8.2,"G80 3.3GDI AWD 스포츠패키지 (19""타이어) (15)",441152314,2526933
2026-06-08 12:00:24,1598,한국지엠,2,15.5,크루즈 1.6 디젤,441152317,1151274
2026-06-08 12:00:24,2487,토요타,3,12.3,토요타 Camry,441152318,1684622
2026-06-08 12:00:24,1969,볼보,803,14.1,볼보 XC60T8 AWD,441152321,1469564
2026-06-08 12:00:14,1999,재규어,3,12.9,재규어 XF 25d AWD,441152324,1383314
2026-06-08 12:00:14,2967,아우디,4,10.8,Q7 35 TDI quattro,441152325,1652292
2026-06-08 12:00:11,1968,폭스바겐,3,13.7,Tiguan Allspace 2.0 TDI,441152328,1302536
2026-06-08 12:00:21,3696,닛산,5,8.2,INFINITI QX50,441152332,2526933
2026-06-08 12:00:13,2157,케이지모빌리티,4,9.8,렉스턴스포츠 2.2 6AT 4WD,441152333,1820893
2026-06-08 12:00:20,2996,벤츠,5,8.7,S450 4Matic L,441152334,2381707
2026-06-08 12:00:14,2996,벤츠,5,8.8,Mercedces-AMG C43 Cabriolet,441152336,2354642
2026-06-08 12:00:24,0,테슬라코리아 유한회사,802,3.8,Model S P100D,441152337,1156184
2026-06-08 12:00:24,3982,벤츠,5,7.3,Mercedces-AMG E63 4Matic +,441152338,2838473
2026-06-08 12:00:25,1591,현대,3,12.4,벨로스터 1.6T-GDI 7DCT (SUMMMER TIRE),441152343,1671036
2026-06-08 12:00:12,6592,롤스로이스,5,5.5,Rolls Royce Dawn Black Badge,441152348,3767427
2026-06-08 12:00:21,1984,아우디,4,11.5,A3 Sedan 40 TFSI,441152351,1801813
2026-06-08 12:00:25,6749,롤스로이스,5,5.8,Rolls Royce Phantom EWB,441152353,3572560
2026-06-08 12:00:20,3993,벤틀리,5,7.3,Continental GT V8,441152354,2838473
2026-06-08 12:00:25,4691,마세라티,5,6.2,마세라티 그란투리스모 MC,441152355,3342073
2026-06-08 12:00:14,4691,마세라티,5,6.1,마세라티 그란카브리오 MC,441152356,3396861
2026-06-08 12:00:10,2995,재규어,5,8.7,재규어 XE 3.0SC S,441152357,2381707
2026-06-08 12:00:25,1984,폭스바겐,3,12.1,Passat 2.0 TSI,441152359,1712467
2026-06-08 12:00:10,2999,기아,4,10,"K7 3.0GDI (18""타이어) (15)",441152360,2072085
2026-06-08 12:00:11,2999,기아,4,9.8,"K7 3.0GDI (19""타이어) (15)",441152366,2114372
2026-06-08 12:00:23,2157,케이지모빌리티,4,10.1,코란도투리스모 11인승 2.2 4WD 7AT,441152367,1766807
2026-06-08 12:00:23,2157,케이지모빌리티,4,10.1,코란도투리스모 9인승 2.2 4WD 7AT,441152368,1766807
2026-06-08 12:00:23,2157,케이지모빌리티,4,10.6,코란도투리스모 11인승 2.2 2WD 7AT,441152369,1683467
2026-06-08 12:00:23,2157,케이지모빌리티,4,10.6,코란도투리스모 9인승 2.2 2WD 7AT,441152370,1683467
2026-06-08 12:00:23,2157,케이지모빌리티,4,9.8,코란도투리스모 샤토 11인승 2.2 4WD 7AT,441152371,1820893
2026-06-08 12:00:25,2157,케이지모빌리티,4,9.8,코란도투리스모 샤토 9인승 2.2 4WD 7AT,441152372,1820893
2026-06-08 12:00:23,1969,볼보,5,8.8,볼보 XC90T6 AWD,441152373,2354642
2026-06-08 12:00:20,3982,벤츠,5,7.8,Mercedes-AMG S63 4Matic + L,441152374,2656519
2026-06-08 12:00:20,1984,아우디,4,9.5,TT Roadster 45 TFSI quattro,441152380,2181142
2026-06-08 12:00:20,2694,포드,5,8,Lincoln Continental 2.7 AWD,441152381,2590106
2026-06-08 12:00:25,2956,포드,5,7.5,Lincoln Continental 3.0 AWD,441152382,2762780
2026-06-08 12:00:11,3456,토요타,4,10.6,렉서스 LS500h AWD,441152384,1954797
2026-06-08 12:00:25,6749,롤스로이스,5,5.8,Rolls Royce Phantom EWB,441152385,3572560
2026-06-08 12:00:10,6749,롤스로이스,5,5.8,Rolls Royce Phantom,441152386,3572560
2026-06-08 12:00:25,6749,롤스로이스,5,5.8,Rolls Royce Phantom,441152387,3572560
2026-06-08 12:00:21,2359,기아,4,11.2,K7 2.4GDI 18MY (17인치타이어) (15),441152388,1850076
2026-06-08 12:00:24,3456,토요타,4,11.5,렉서스 LS500h 2WD,441152395,1801813
2026-06-08 12:00:12,4395,BMW,5,6.7,BMW X6 M,441152396,3092664
2026-06-08 12:00:11,1984,아우디,4,9.6,TT Coupe 45 TFSI quattro,441152397,2158422
2026-06-08 12:00:25,3445,토요타,5,8.8,렉서스 LS500 2WD,441152398,2354642
2026-06-08 12:00:10,1497,토요타,1,18.6,토요타 Prius C,441152399,1114024
2026-06-08 12:00:23,998,기아,000,13,"레이 1.0가솔린 (PE, 14인치 타이어)",441152401,1593912
2026-06-08 12:00:14,3982,벤츠,5,7.8,Mercedes-AMG S63 4Matic + L,441152402,2656519
2026-06-08 12:00:20,1968,폭스바겐,3,13.1,Tiguan 2.0 TDI 4Motion,441152403,1362195
2026-06-08 12:00:23,2199,현대,3,12.1,"G80 2.2디젤 AWD (19""타이어) (15)",441152405,1474773
2026-06-08 12:00:14,1998,GM,4,9.5,캐딜락 CTS AWD,441152410,2181142
2026-06-08 12:00:24,3982,벤츠,5,7.9,S560 L,441152411,2622892
2026-06-08 12:00:14,3982,벤츠,5,7.7,Mercedces-AMG GT S,441152412,2691019
2026-06-08 12:00:24,1998,GM,4,11,캐딜락 ATS RWD,441152413,1883714
2026-06-08 12:00:23,1998,GM,4,11,캐딜락 ATS COUPE,441152414,1883714
2026-06-08 12:00:23,3982,벤츠,5,7.9,S560 L,441152415,2622892
2026-06-08 12:00:21,2979,BMW,4,9.7,BMW M4 CS,441152416,2136170
2026-06-08 12:00:21,998,기아,000,13,"레이 1.0가솔린 밴형 (PE, 14인치 타이어)",441152417,1593912
2026-06-08 12:00:20,2497,현대,4,9.4,그랜드스타렉스 2.5디젤 2WD 5AT_9인 (PE2),441152419,1898378
2026-06-08 12:00:20,2497,현대,4,10.9,그랜드스타렉스 2.5디젤 2WD 6MT (PE2),441152420,1637133
2026-06-08 12:00:11,2497,현대,4,9.7,그랜드스타렉스 2.5디젤 2WD 5AT (PE2),441152421,1839665
2026-06-08 12:00:23,2497,현대,5,8.9,그랜드스타렉스 2.5디젤 4WD 5AT_9인 (PE2),441152426,2005028
2026-06-08 12:00:11,1968,폭스바겐,2,14.5,Tiguan 2.0 TDI,441152429,1230672
2026-06-08 12:00:24,1498,혼다,2,14.2,ACCORD 1.5T,441152430,1459215
2026-06-08 12:00:20,3996,포르쉐,5,7.6,파나메라 터보,441152432,2726428
2026-06-08 12:00:11,1591,기아,3,13,K5(JF) 1.6T-GDI 개조차_16인치 타이어 (15),441152436,1593912
2026-06-08 12:00:11,1591,기아,3,12.3,K5 1.6T-GDI 개조차_18인치 타이어 (15),441152437,1684622
2026-06-08 12:00:23,1591,기아,3,12.8,K5 1.6T-GDI 개조차_17인치 타이어 (15),441152439,1618816
2026-06-08 12:00:20,1984,아우디,4,11.5,A3 40 TFSI,441152446,1801813
2026-06-08 12:00:24,3982,벤츠,5,8,Mercedces-AMG GT,441152447,2590106
2026-06-08 12:00:24,NULL,현대,수소전지차,96.2,넥쏘 수소전기차(17인치타이어),441152449,0
2026-06-08 12:00:12,NULL,현대,수소전지차,93.7,넥쏘 수소전기차(19인치타이어),441152450,0
2026-06-08 12:00:24,1984,아우디,4,11.2,A4 45 TFSI,441152453,1850076
2026-06-08 12:00:23,1997,재규어,4,9.8,재규어 F-TYPE P300 Convertible,441152457,2114372
2026-06-08 12:00:11,2979,BMW,4,9.4,BMW M2,441152459,2204346
2026-06-08 12:00:14,1996,혼다,4,10.8,ACCORD 2.0T,441152461,1918597
2026-06-08 12:00:08,1598,GM,3,12.9,CHEVROLET EQUINOX AWD,441152462,1383314
2026-06-08 12:00:12,1598,기아,2,14.4,K3 1.6 가솔린 CVT (16인치 타이어),441152466,1438948
2026-06-08 12:00:13,1598,기아,2,15.2,K3 1.6 가솔린 CVT (15인치 타이어),441152467,1363214
2026-06-08 12:00:21,2359,현대,5,6.1,그랜드스타렉스 2.4LPI WGN (PE2),441152475,1944566
2026-06-08 12:00:12,1995,현대,3,13.5,싼타페 2.0 디젤 2WD 5인 (19'' 타이어),441152478,1321833
2026-06-08 12:00:11,1995,현대,2,13.8,싼타페 2.0 디젤 2WD 5인 (18'' 타이어),441152479,1293098
2026-06-08 12:00:10,1995,현대,3,12.3,싼타페 2.0 디젤 AWD 7인 (18'' 타이어),441152480,1450793
2026-06-08 12:00:11,1995,현대,3,12.3,싼타페 2.0 디젤 AWD 5인 (18'' 타이어),441152482,1450793
2026-06-08 12:00:21,1998,현대,4,9.5,싼타페 2.0T-GDI 2WD 7인,441152485,2181142
2026-06-08 12:00:21,3456,토요타,5,9,렉서스 RC350,441152486,2302317
2026-06-08 12:00:25,2199,현대,3,13.3,싼타페 2.2 디젤 2WD 5인 (19'' 타이어),441152495,1341711
2026-06-08 12:00:21,2199,현대,3,12.3,싼타페 2.2 디젤 AWD 7인 (18'' 타이어),441152496,1450793
2026-06-08 12:00:10,2199,현대,3,12,싼타페 2.2 디젤 AWD 7인 (19'' 타이어),441152497,1487063
2026-06-08 12:00:23,2199,현대,3,12.3,싼타페 2.2 디젤 AWD 5인 (18'' 타이어),441152498,1450793
2026-06-08 12:00:10,1999,포드,1,16.3,Lincoln MKZ Hybrid,441152505,1271218
2026-06-08 12:00:14,1969,볼보,4,10.9,볼보 XC90D5 AWD,441152514,1637133
2026-06-08 12:00:14,3982,벤츠,5,8.4,S560 L_5인승,441152515,2466768
2026-06-08 12:00:14,3982,벤츠,5,8.4,S560 L_4인승,441152517,2466768
2026-06-08 12:00:21,5204,람보르기니,5,5.8,Huracan LP580-2 Spyder,441152521,3572560
2026-06-08 12:00:12,5204,람보르기니,5,5.6,Huracan LP610-4 Spyder,441152522,3700152
2026-06-08 12:00:24,5204,람보르기니,5,5.6,Huracan LP610-4 Coupe,441152527,3700152
2026-06-08 12:00:21,1969,볼보,3,12.9,볼보 XC60D5 AWD,441152529,1383314
2026-06-08 12:00:24,0,현대,1,5.8,코나 전기자동차 (도심형),441152535,757500
2026-06-08 12:00:10,1598,한국지엠,2,14.1,트랙스 1.6 디젤,441152539,1265585
2026-06-08 12:00:11,3778,기아,5,8.3,K9(RJ) 3.8GDI AWD 19인치 타이어,441152546,2496488
2026-06-08 12:00:11,2199,기아,4,11.3,"카니발 2.2디젤 2WD 9인승 (19"" 타이어)",441152549,1579181
2026-06-08 12:00:12,2199,기아,4,11.4,"카니발 2.2디젤 2WD 11인승 (17"" 타이어)",441152551,1565329
2026-06-08 12:00:13,3342,기아,5,8.1,K9(RJ) 3.3T-GDI AWD 19인치 타이어,441152555,2558130
2026-06-08 12:00:20,3342,기아,5,8.4,K9(RJ) 3.3GDI AWD 19인치 타이어,441152557,2466768
2026-06-08 12:00:14,5000,랜드로버,5,6.3,레인지로버 5.0SC SWB,441152562,3289024
2026-06-08 12:00:11,5000,랜드로버,5,6.1,레인지로버 스포츠 5.0SC SVR,441152564,3396861
2026-06-08 12:00:20,1997,재규어,5,9,재규어 E-PACE P250,441152565,2302317
2026-06-08 12:00:11,3342,기아,5,9.1,K9(RJ) 3.3GDI 2WD 18인치 타이어,441152566,2277016
2026-06-08 12:00:21,3778,기아,5,9,K9(RJ) 3.8GDI 2WD 18인치 타이어,441152569,2302317
2026-06-08 12:00:24,3778,기아,5,8.8,K9(RJ) 3.8GDI 2WD 19인치 타이어,441152570,2354642
2026-06-08 12:00:23,999,한국지엠,000,15,스파크 1.0,441152579,1381390
2026-06-08 12:00:21,2996,벤츠,4,9.9,E400 Cabriolet,441152582,2093015
2026-06-08 12:00:21,1997,닛산,4,9.8,INFINITI QX50 2.0 AWD,441152585,2114372
2026-06-08 12:00:14,2359,현대,5,5.8,그랜드스타렉스(PE2) 2.4LPI 어린이보호차 (12인),441152587,2045147
2026-06-08 12:00:23,2359,현대,5,5.8,그랜드스타렉스(PE2) 2.4LPI 어린이버스 (15인),441152588,2045147
2026-06-08 12:00:11,1984,아우디,4,9.7,A6 40 TFSI quattro,441152589,2136170
2026-06-08 12:00:23,1993,혼다,1,18.9,ACCORD HYBRID,441152606,1096341
2026-06-08 12:00:20,2199,기아,3,13.2,"쏘렌토(19MY) 2.2디젤 2WD ISG 7인(19"" 타이어)",441152608,1351875
2026-06-08 12:00:14,1995,기아,2,13.8,"쏘렌토(19MY) 2.0디젤 2WD ISG 5인 (18"" 타이어)",441152610,1293098
2026-06-08 12:00:21,2261,포드,4,9.4,Mustang 2.3 Coupe,441152612,2204346
2026-06-08 12:00:21,5035,포드,5,7.5,Mustang GT 5.0 Coupe,441152613,2762780
2026-06-08 12:00:14,1995,기아,3,13.1,"쏘렌토(19MY) 2.0디젤 2WD ISG 5인 (19"" 타이어)",441152619,1362195
2026-06-08 12:00:14,5035,포드,5,7.5,Mustang GT 5.0 Convertible,441152622,2762780
2026-06-08 12:00:24,1998,현대,4,10.7,벨로스터 N 2.0T-GDI (STD),441152623,1936528
2026-06-08 12:00:21,2261,포드,4,9.4,Mustang 2.3 Convertible,441152627,2204346
2026-06-08 12:00:20,2199,기아,3,13.6,"쏘렌토(19MY) 2.2디젤 2WD ISG 5인 (18"" 타이어)",441152628,1312114
2026-06-08 12:00:21,1995,기아,3,13.2,"쏘렌토(19MY) 2.0디젤 2WD ISG 7인 (18"" 타이어)",441152629,1351875
2026-06-08 12:00:21,3445,토요타,5,8,렉서스 LS500 AWD,441152631,2590106
2026-06-08 12:00:10,1999,기아,4,9.4,K5 개조차 2.0LPI AT_택시,441152632,1261899
2026-06-08 12:00:23,1999,현대,4,9.4,쏘나타(LF)개조차 2.0LPI AT_택시,441152633,1261899
2026-06-08 12:00:21,1997,랜드로버,5,8.5,레인지로버 벨라 P300,441152635,2437747
2026-06-08 12:00:14,5204,람보르기니,5,6.4,Huracan Performante,441152637,3237633
2026-06-08 12:00:10,999,한국지엠,000,15,스파크 1.0,441152639,1381390
2026-06-08 12:00:14,2488,닛산,4,10,MURANO Hybrid,441152641,2072085
2026-06-08 12:00:11,2987,크라이슬러,4,9.7,짚 그랜드 체로키,441152644,1839665
2026-06-08 12:00:24,1997,재규어,5,9.1,재규어 E-PACE P300,441152647,2277016
2026-06-08 12:00:11,1999,기아,1,18,K5 2.0GDI 하이브리드 개조차_16인치타이어,441152648,1151158
2026-06-08 12:00:10,1999,기아,1,17.2,K5 2.0GDI 하이브리드 개조차_17인치타이어,441152649,1204701
2026-06-08 12:00:11,3982,벤츠,5,7.1,Mercedes-AMG GT R,441152651,2918430
2026-06-08 12:00:10,2996,벤츠,4,9.4,Mercedes-AMG C43 4Matic Coupe,441152652,2204346
2026-06-08 12:00:23,2488,닛산,4,10.6,X-Trail 4WD,441152653,1954797
2026-06-08 12:00:14,1995,기아,3,11.7,쏘렌토(19MY) 2.0디젤 AWD ISG 7인 19인치,441152656,1525192
2026-06-08 12:00:11,2199,기아,3,12.2,쏘렌토(19MY) 2.2디젤 AWD ISG 5인 19인치,441152658,1462684
2026-06-08 12:00:11,1995,기아,3,12.2,쏘렌토(19MY) 2.0디젤 AWD ISG 7인 18인치,441152659,1462684
2026-06-08 12:00:10,2199,기아,3,12.4,쏘렌토(19MY) 2.2디젤 AWD ISG 5인 18인치,441152662,1439093
2026-06-08 12:00:14,2497,현대,5,9.2,그랜드스타렉스(PE2) 2.5디젤 하이루프(12인),441152664,1939647
2026-06-08 12:00:10,2497,현대,5,8.9,그랜드스타렉스(PE2)2.5디젤 리무진 (6P_N/HR),441152665,2005028
2026-06-08 12:00:10,1984,아우디,4,9.7,A5 Cabriolet 45 TFSI quattro,441152667,2136170
2026-06-08 12:00:14,3342,기아,5,7.6,카니발 3.3GDI 하이리무진 9인,441152669,2726428
2026-06-08 12:00:11,1998,기아,4,9.6,스팅어 2.0T-GDI AWD_18인치타이어_19MY,441152674,2158422
2026-06-08 12:00:23,2497,현대,5,8.9,그랜드스타렉스(PE2)2.5디젤 리무진 (9P_N/HR),441152678,2005028
2026-06-08 12:00:14,1997,르노코리아자동차(주),3,12.2,"SM6 2.0(17"" Tire)",441152679,1698430
2026-06-08 12:00:08,0,쎄미시스코,802,3.7,D2,441152681,1187432
2026-06-08 12:00:14,4999,랜드로버,5,5.6,레인지로버 5.0SC SWB,441152683,3700152
2026-06-08 12:00:13,1995,MINI,2,15.8,MINI Cooper SD Five Door,441152691,1129415
2026-06-08 12:00:24,999,한국지엠,000,15,스파크 밴 1.0,441152696,1381390
2026-06-08 12:00:11,1995,MINI,1,16.1,MINI Cooper SD,441152705,1108370
2026-06-08 12:00:24,2199,기아,4,10.3,"카니발 2.2디젤 하이리무진 9인(18"" 타이어)",441152709,1732500
2026-06-08 12:00:13,2199,기아,4,10.3,"카니발 2.2디젤 하이리무진 7인(19"" 타이어)",441152711,1732500
2026-06-08 12:00:11,1991,닛산,4,10.4,INFINITI QX30 AWD,441152714,1992389
2026-06-08 12:00:11,1591,현대,4,10.4,"투싼 개조차 1.6T-GDI AWD (19""타이어)",441152716,1992389
2026-06-08 12:00:08,1591,현대,4,10.9,"투싼 개조차 1.6T-GDI AWD (17""타이어)",441152718,1900995
2026-06-08 12:00:24,1591,현대,3,11.9,"투싼 개조차 1.6T-GDI 2WD (17""타이어)",441152719,1741248
2026-06-08 12:00:14,1591,현대,3,11.6,"투싼 개조차 1.6T-GDI 2WD (18""타이어)",441152720,1786280
2026-06-08 12:00:14,1591,현대,4,11.3,"투싼 개조차 1.6T-GDI 2WD (19""타이어)",441152721,1833704
2026-06-08 12:00:21,0,기아,2,5.5,"니로 전기차 (경제형, 39.2kWh)",441152731,798818
2026-06-08 12:00:11,1999,기아,803,23.8,K5(JF) 2.0GDI 플러그인하이브리드 개조차,441152732,870624
2026-06-08 12:00:13,5204,람보르기니,5,6.3,Huracan Performante Spyder,441152734,3289024
2026-06-08 12:00:20,998,기아,3,13.7,"스토닉 1.0 T-GDI 7DCT (15""타이어)",441152735,1512471
2026-06-08 12:00:24,1999,기아,4,10.8,"스포티지 2.0MPI (PE/17""타이어)",441152741,1918597
2026-06-08 12:00:24,1999,기아,4,10.5,"스포티지 2.0MPI (PE/18"",19""타이어)",441152742,1973414
2026-06-08 12:00:20,1993,혼다,1,18.9,ACCORD HYBRID,441152751,1096341
2026-06-08 12:00:08,1995,BMW,3,13.5,BMW 320d WLTP,441152756,1321833
2026-06-08 12:00:20,1799,혼다,3,11.7,HR-V 2WD,441152757,1771013
2026-06-08 12:00:23,1995,BMW,3,12.8,BMW 320d Touring WLTP,441152758,1394121
