BRCD_NO,PRDT_NM,CMPNY_NM,PRDLST_REPORT_NO,PRDLST_NM,HRNK_PRDLST_NM,HTRK_PRDLST_NM,LAST_UPDT_DTM
8809360172547,황금빛하늘내린황태포5미370g,용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360172530,황금빛하늘내린황태포5미320g,용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360172523,황금빛하늘내린황태포5미270g,용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360172172,황금빛하늘내린황태포1미70g,용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360172165,황금빛하늘내린황태포1미65g,용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360172158,황금빛하늘내린황태포1미55g,용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809009575717,해물탕(소),(주)제일수산,1996038911015,기타 수산물가공품,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8809105572038,오색약수골고추장,오색전통장,199904040172,고추장,장류,가공식품,2015-01-22 11:12:12.0
8809115421104,약천배추김치,농업회사법인(주)동호식품,199303890481,김치,김치류,가공식품,2015-01-22 11:12:12.0
8809360179041,황금빛하늘내린황태포3미선물세트(44-46),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360179034,황금빛하늘내린황태포2미선물세트(44-46),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178273,황금빛하늘내린황태포2미(48~50),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178266,황금빛하늘내린황태포2미(46~48),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178259,황금빛하늘내린황태포2미(44~46),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178242,황금빛하늘내린황태포2미(42~44),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178235,황금빛하늘내린황태포2미(40~42),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178228,황금빛하늘내린황태포2미(38~40),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178211,황금빛하늘내린황태포2미(36~38),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178570,황금빛하늘내린황태포5미(48~50),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178563,황금빛하늘내린황태포5미(46~48),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178556,황금빛하늘내린황태포5미(44~46),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178549,황금빛하늘내린황태포5미(42~44),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178532,황금빛하늘내린황태포5미(40~42),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178525,황금빛하늘내린황태포5미(38~40),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178518,황금빛하늘내린황태포5미(36~38),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178099,황금빛하늘내린황태포10미(52~54),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178082,황금빛하늘내린황태포10미(50~52),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178075,황금빛하늘내린황태포10미(48~50),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178068,황금빛하늘내린황태포10미(46~48),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178051,황금빛하늘내린황태포10미(44~46),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178044,황금빛하늘내린황태포10미(42~44),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178037,황금빛하늘내린황태포10미(40~42),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178020,황금빛하늘내린황태포10미(38~40),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360178013,황금빛하늘내린황태포10미(36~38),용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809360172196,황금빛하늘내린황태포1미90g,용대황태연합단대륭영농조합법인,201204020263,건어포,건포류,가공식품,2015-01-22 11:12:12.0
8806403255823,아모레퍼시픽 오설록 국화그린티 (10입) 30G,(주)아모레퍼시픽,19750443001115,침출차,다류,가공식품,2015-01-22 11:12:12.0
8806403255731,아모레퍼시픽 오설록 국화그린티 30G,(주)아모레퍼시픽,19750443001115,침출차,다류,가공식품,2015-01-22 11:12:12.0
8801075007039,사조 고등어 1880g,(주)사조해표,19900128072111,기타 수산물가공품,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8801075001327,사조 고등어 400g,(주)사조해표,19900128072111,기타 수산물가공품,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8801075011579,사조산업 사조고등어 280G,(주)사조해표,19900128072111,기타 수산물가공품,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8801016327035,샤니 땅콩샌드310G,(주)샤니,1971027500395,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801016350996,브데)땅콩샌드,(주)샤니,1971027500395,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801016213093,300땅콩샌드,(주)샤니,1971027500395,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801016323266,브데)땅콩샌드,(주)샤니,1971027500395,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801016346739,화이트롤케익,(주)샤니,1971027500393,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801016356547,샤)화이트롤케익,(주)샤니,1971027500393,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801016213550,꼬메뜨카스테라 90G,(주)샤니,1971027500391,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801016121589,카스테라 60G,(주)샤니,1971027500391,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801016217091,카스테라 360G,(주)샤니,1971027500391,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801016213185,샤니카스테라,(주)샤니,1971027500391,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801016343653,샤니카스테라500,(주)샤니,1971027500391,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801258490863,딸기쨈 딸기52% 1000G,(주)고려식품,198506010354,기타잼,잼류,가공식품,2015-01-22 11:12:12.0
8801258490122,딸기잼,(주)고려식품,198506010354,기타잼,잼류,가공식품,2015-01-22 11:12:12.0
8801016336952,샤니 가정용단팥빵 230G,(주)샤니,19710275003133,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801016324348,샤니 가정용단팥빵,(주)샤니,19710275003133,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809369710115,프라임하우스 포코마 모카블렌드 200g,프라임하우스,200503557595,커피,음료류,가공식품,2015-01-22 11:12:12.0
8809369710108,프라임하우스 포코마 블루마운틴스타일 200g,프라임하우스,200503557593,커피,음료류,가공식품,2015-01-22 11:12:12.0
8809369710016,프라임하우스 프라임하우스 에스프레소 커피 1kg,프라임하우스,200503557592,커피,음료류,가공식품,2015-01-22 11:12:12.0
8809369710238,프라임하우스 에스프레소 커피,프라임하우스,200503557592,커피,음료류,가공식품,2015-01-22 11:12:12.0
8809025111324,취영루금촌댁물만두 1200G,(주)취영루,1992035517328,만두,만두류,가공식품,2015-01-22 11:12:12.0
8802128783955,(주)해우촌 청파래김(도시락) 5G x 3EA,(주)해우촌,2005035810419,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8802128783986,(주)해우촌 청파래김(도시락) 5G (롯데마트),(주)해우촌,2005035810419,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8802128783979,(주)해우촌 청파래김(전장) 15G (롯데마트),(주)해우촌,2005035810419,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8802128784006,(주)해우촌 청파래김(도시락) 5G x 20EA (롯데마트),(주)해우촌,2005035810419,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8802128783993,(주)해우촌  청파래김 전장 (롯데마트)  15G x 7EA,(주)해우촌,2005035810419,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8802128783849,해우촌 청파래김 미니도시락30gx30봉,(주)해우촌,2005035810419,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8802128783962,(주)해우촌 청파래김(도시락)5gx8봉,(주)해우촌,2005035810419,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8802128782156,해우촌돌자반볶음(급식용),(주)해우촌,2005035810418,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8802128782347,(주)해우촌 해우촌돌자반볶음 돌김자반65g 65G x 1EA,(주)해우촌,2005035810418,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8802128783115,(주)해우촌 해우촌돌자반볶음 돌김자반2팩 130G x 1EA,(주)해우촌,2005035810418,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8809413580152,(주)남한산성 우무묵6kg,(주)남한산성식품,1999027504012,묵류,두부류 또는 묵류,가공식품,2015-01-22 11:12:12.0
8809413580176,(주)남한산성식품 동부묵 520g,(주)남한산성식품,1999027504011,묵류,두부류 또는 묵류,가공식품,2015-01-22 11:12:12.0
8809413580053,(주)남한산성 동부묵 6kg,(주)남한산성식품,1999027504011,묵류,두부류 또는 묵류,가공식품,2015-01-22 11:12:12.0
8809413580060,(주)남한산성 동부묵 소,(주)남한산성식품,1999027504011,묵류,두부류 또는 묵류,가공식품,2015-01-22 11:12:12.0
8809413580077,(주)남한산성 동부묵 3kg,(주)남한산성식품,1999027504011,묵류,두부류 또는 묵류,가공식품,2015-01-22 11:12:12.0
8809389330034,"마니푸드(주) 마니푸드(주) [마니푸드(주)][즉석멸치맛,해물맛,김치맛쌀국수][1개92g][1박스20개] 92G x 20EA",마니푸드(주),201103654734,건면,면류,가공식품,2015-01-22 11:12:12.0
8809389330003,마니푸드주식회사 마니푸드주식회사 [마니푸드(주)][즉석 멸치맛 쌀국수][1개][92g] 92G x 1EA,마니푸드(주),201103654734,건면,면류,가공식품,2015-01-22 11:12:12.0
8809359100117,진영식품 알알이 1.5kg,(주)진영식품,201203646116,떡류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809389330010,마니푸드(주) 마니푸드(주) [마니푸드(주)][즉석 김치맛 쌀국수][1개][92g] 92G x 1EA,마니푸드(주),201103654732,건면,면류,가공식품,2015-01-22 11:12:12.0
8809389330027,마니푸드(주) 마니푸드(주) [마니푸드(주)][즉석 해물맛 쌀국수][1개][92g] 92G x 1EA,마니푸드(주),201103654733,건면,면류,가공식품,2015-01-22 11:12:12.0
8801043003100,라면육개장,(주)농심,1986036000767,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801043003469,라면육개장멀티,(주)농심,1986036000767,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801043806954,농심라면육개장멀티120*5*8,(주)농심,1986036000767,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801043803694,안성탕면 125Gx20`S,(주)농심,1986036000765,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801043002912,농심 안성탕면 125g,(주)농심,1986036000765,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801043806213,안성탕면20개입2500G,(주)농심,1986036000765,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801043004046,농심 안성탕면(700원)125G - VINYL,(주)농심,1986036000765,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801043001519,안성탕면 125Gx5`S,(주)농심,1986036000765,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801043051972,안성탕면 88G,(주)농심,1986036000765,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801043002189,안성탕면 125G,(주)농심,1986036000765,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801007039404,CJ 백설 신)중력밀가루 2.5kg,씨제이제일제당(주),20050614233401,밀가루,밀가루류,가공식품,2015-01-22 11:12:12.0
8801007039442,CJ 백설 신)중력밀가루 1kg,씨제이제일제당(주),20050614233401,밀가루,밀가루류,가공식품,2015-01-22 11:12:12.0
8801007248882,CJ제일제당 백설 중력밀가루 500G,씨제이제일제당(주),20050614233401,밀가루,밀가루류,가공식품,2015-01-22 11:12:12.0
8809293533293,카페보니또(에스프레소골드) 200g,에스프레소코리아(주),2007034711235,커피,음료류,가공식품,2015-01-22 11:12:12.0
8809293533279,카페보니또(유러피언) 200g,에스프레소코리아(주),2007034711234,커피,음료류,가공식품,2015-01-22 11:12:12.0
8809293533170,카페보니또(세하도) 200g,에스프레소코리아(주),2007034711232,커피,음료류,가공식품,2015-01-22 11:12:12.0
8809293533194,카페보니또(가요마운틴) 200g,에스프레소코리아(주),2007034711231,커피,음료류,가공식품,2015-01-22 11:12:12.0
8809293533248,카페보니또(루왁) 200g,에스프레소코리아(주),2007034711229,커피,음료류,가공식품,2015-01-22 11:12:12.0
8809293533163,카페보니또(모카시다모) 200g,에스프레소코리아(주),2007034711227,커피,음료류,가공식품,2015-01-22 11:12:12.0
8809293533132,카페보니또(슈프레모) 200g,에스프레소코리아(주),2007034711223,커피,음료류,가공식품,2015-01-22 11:12:12.0
8801052402277,디럭스짜장 220G,대상(주),1980034700269,소스,소스류,가공식품,2015-01-22 11:12:12.0
8801052084435,쇠고기사태찜,대상(주),1980034700264,식육함유가공품,식육가공품 및 포장육,가공식품,2015-01-22 11:12:12.0
8801052403014,쇠고기하이라이스,대상(주),1980034700263,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8801052402215,쇠고기하이라이스,대상(주),1980034700263,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8801308438067,구운참진미오징어,정화식품(주),19870533003133,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8801308433970,구운참진미오징어200+200,정화식품(주),19870533003133,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8801308437572,정화]구운참진미오징어120g,정화식품(주),19870533003133,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8801308436148,오징어는땅콩을좋아해80*4,정화식품(주),19870533003129,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809382500151,키즈제과땅콩쌀강정350g,키즈제과,201205411984,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809382500021,키즈제과단추크런치바25g,키즈제과,201205411983,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8809382500038,키즈제과단추크런치바12g,키즈제과,201205411983,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8803601820112,해양심층수포기김치4.5kg,(주)한성식품,20030294318216,김치,김치류,가공식품,2015-01-22 11:12:12.0
8801047857495,동원_쎈쿡100%발아현미밥_210%*1,(주)동원에프앤비,1992046113195,곡류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8801047857259,동원쎈쿡 100%발아현미밥220g*2원형밀폐용기기획,(주)동원에프앤비,1992046113195,곡류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8801047857136,동원 쎈쿡 100% 발아 현미밥 220g*2,(주)동원에프앤비,1992046113195,곡류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8801047170129,(주)동원F&B 쎈쿡 100%발아현미밥 210g 210G x 1EA,(주)동원에프앤비,1992046113195,곡류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8801047857785,(주)동원F&B  쎈&#53240; 100% 발아현미밥 3+3,(주)동원에프앤비,1992046113195,곡류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8801047857884,(주)동원F&B 쎈쿡 100% 발아현미밥 210G x 12EA,(주)동원에프앤비,1992046113195,곡류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8801047857891,(주)동원F&B 왕후의 밥 왕후의 밥 210G x 6EA,(주)동원에프앤비,1992046113193,곡류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8801047170488,(주)동원F&B 왕후의 밥 왕후의 밥 210G x 1EA,(주)동원에프앤비,1992046113193,곡류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8801117231903,오리온_1000뮈렌,(주)오리온,1976048700585,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801117507602,오리온 뮈렌 2000,(주)오리온,1976048700585,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801117227609,오리온 다이제샌드위치 2000,(주)오리온,1976048700584,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801117254810,오리온_다이제샌드_281g,(주)오리온,1976048700584,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809011832141,온가족 나들이 부대찌개 960g,참맛나라,20010199365280,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809011832196,소시지 떡볶이,참맛나라,20010199365281,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809011830628,대구탕골드,참맛나라,20010199365282,기타 수산물가공품,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8809011832240,수제 왕만두 전골,참맛나라,20010199365286,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809011832257,버섯 육개장,참맛나라,20010199365287,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809393010175,포항친정애부추가루 200g,(주)친정애농업회사법인,201005330156,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809393010182,포항친정애부추가루 300g,(주)친정애농업회사법인,201005330156,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809393010199,포항친정애부추가루 500g,(주)친정애농업회사법인,201005330156,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809393010205,포항친정애부추가루 1kg,(주)친정애농업회사법인,201005330156,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8801097117013,동아)허니레몬250ml(캔),동아오츠카(주),1973028800629,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8809398691904,고성산업사 평양냉면가루18kg,고성산업사,2000061802424,전분가공품,전분류,가공식품,2015-01-22 11:12:12.0
8802774005685,제이비비진홍삼토종오가피700ml(1호),태웅식품(주),19890445014268,액상차,다류,가공식품,2015-01-22 11:12:12.0
8802774005692,제이비비진홍삼 토종오가피700ml*2(2호),태웅식품(주),19890445014268,액상차,다류,가공식품,2015-01-22 11:12:12.0
8802774000277,영지골드 (120ml*10병),태웅식품주식회사,19890445014256,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8802774000260,영지골드 120ml,태웅식품주식회사,19890445014256,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801253128433,고추장멸치볶음100g,(주)일미농수산,19980257052227,조림류,절임류 또는 조림류,가공식품,2015-01-22 11:12:12.0
8801253129072,고추장멸치볶음60g,(주)일미농수산,19980257052227,조림류,절임류 또는 조림류,가공식품,2015-01-22 11:12:12.0
8801253129225,초이스엘 고추장멸치볶음70g,(주)일미농수산,19980257052227,조림류,절임류 또는 조림류,가공식품,2015-01-22 11:12:12.0
8801253128464,고추무침180g,(주)일미농수산,19980257052226,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253127740,간장깻잎지370g,(주)일미농수산,19980257052223,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253129188,초이스엘 간장깻잎지110g,(주)일미농수산,19980257052223,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253128365,무말랭이무침180g,(주)일미농수산,19980257052221,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253129164,초이스엘 무말랭이무침200g,(주)일미농수산,19980257052221,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253130146,(주)일미농수산 피코크 오이피클300g 300G x 1EA,(주)일미농수산,19980257052218,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253129836,바로먹는 도라지150g,(주)일미농수산,19980257052206,조림류,절임류 또는 조림류,가공식품,2015-01-22 11:12:12.0
8801253129843,바로먹는 고사리150g,(주)일미농수산,19980257052205,조림류,절임류 또는 조림류,가공식품,2015-01-22 11:12:12.0
8805495005729,뱅이뱅이,(주)조은식품,200301443807,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8805495000076,김맛나니 180G,(주)조은식품,200301443803,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809183071119,해맑은식품 깻잎어묵,해맑은식품(주),20050144577108,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8809183071102,깻잎어묵,해맑은식품(주),20050144577108,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8809183071140,매운어묵,해맑은식품(주),20050144577107,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8809183071126,맛살어묵,해맑은식품(주),20050144577106,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8809183071133,오징어어묵,해맑은식품(주),20050144577102,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8809183071041,해맑은식품 함박웃음어묵이야기(부추어묵),해맑은식품(주),2005014457796,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8809183071058,해맑은식품 함박웃음어묵이야기(볼어묵),해맑은식품(주),2005014457795,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8809183071034,해맑은식품 함박웃음어묵이야기(사각어묵) 400G,해맑은식품(주),2005014457794,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8809022350405,대광)야각-맛동네,(주)대광에프앤씨,1999014439613,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8809022350092,맞까리750g,(주)대광에프앤씨,199901443965,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8809022350283,대광감칠미황,(주)대광에프앤씨,199901443964,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8809010960326,캐릭터풍선껌딸기맛25g*2,(주)개미식품,1972027500438,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8807327015128,하회옛된장14kg,화미하회식품,1990055412083,한식된장,장류,가공식품,2015-01-22 11:12:12.0
8807327015111,하회옛된장14kg,화미하회식품,1990055412083,한식된장,장류,가공식품,2015-01-22 11:12:12.0
8807327016125,하회찰고추장17kg,화미하회식품,1990055412078,고추장,장류,가공식품,2015-01-22 11:12:12.0
8809368810021,(주)더쉐프 사과&햄치즈 샌드위치 120G,(주)더쉐프,20110275237305,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809368810038,(주)더쉐프 사과&햄치즈 샌드위치 120G,(주)더쉐프,20110275237305,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809367410000,필빵가루,밀애식품,201003556431,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809268610530,구스F&B(주) 쇼콜라코코 150g,구스에프앤비(주),20080275252286,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809268610561,구스F&B(주) 그린티코코 150g,구스에프앤비(주),20080275252279,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809268610554,구스F&B(주) 바나나향코코 150g,구스에프앤비(주),20080275252278,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801074603904,한성 계란옷 입은 전통완자전300g*2 기획,한성기업(주),19840607028144,식육함유가공품,식육가공품 및 포장육,가공식품,2015-01-22 11:12:12.0
8801074603898,한성기업 계란옷 입은 전통 완자전 300g,한성기업(주),19840607028144,식육함유가공품,식육가공품 및 포장육,가공식품,2015-01-22 11:12:12.0
8803767020081,미도식품 부산미도어묵 삼각어묵 200g,미도식품,1963014400263,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8803767020074,미도식품 부산미도어묵 참진어묵 200g,미도식품,1963014400261,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8803767020067,미도식품 부산미도어묵 어묵속 치즈 200g,미도식품,1963014400259,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8805495000373,뱅이뱅이 150G,(주)조은식품,200301443807,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8805495000380,뱅이뱅이 340G,(주)조은식품,200301443807,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8803767020043,미도식품 부산미도어묵 어묵속 맛살김 200g,미도식품,1963014400253,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8803767020159,미도식품 부산미도어묵 어묵속 우엉 200g,미도식품,1963014400255,어묵,어육가공품류,가공식품,2015-01-22 11:12:12.0
8801244300879,에스코트 4000,로얄제과(주),19730347003157,초콜릿,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801244303894,핀찌 초코렛만들기 80G,로얄제과(주),19730347003156,초콜릿,초콜릿류,가공식품,2015-01-22 11:12:12.0
8809112991259,콩국물(1kg),삼영식품,197303470016,두류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8809397600020,발리푸드 찰보리경주빵 20EA,(주)발리푸드,201302751334,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809397600037,발리푸드 찰보리경주빵 30EA,(주)발리푸드,201302751334,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809397600150,발리푸드 찰보리빵 실온 18box,(주)발리푸드,201302751332,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809397600174,발리푸드 찰보리빵 냉동,(주)발리푸드,201302751332,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809397600051,발리푸드 찰보리빵,(주)발리푸드,201302751332,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809397600082,발리푸드 찰보리빵 18EA x,(주)발리푸드,201302751332,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809397600099,발리푸드 찰보리빵 24EA x,(주)발리푸드,201302751332,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809397600006,발리푸드 찰보리빵 20EA,(주)발리푸드,201302751332,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809397600013,발리푸드 찰보리빵 30EA,(주)발리푸드,201302751332,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
