BRCD_NO,PRDT_NM,CMPNY_NM,PRDLST_REPORT_NO,PRDLST_NM,HRNK_PRDLST_NM,HTRK_PRDLST_NM,LAST_UPDT_DTM
8804408960124,조미어포,용주물산,1981014400314,기타 어육가공품,어육가공품류,가공식품,2015-01-22 11:12:12.0
8804360002115,미성식품 땅콩카라멜 2400G,미성식품,1969014400420,캔디류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062220137,자일리톨 10G,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062314416,롯데)자일리톨기획,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062215232,자일리톨217G,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062213825,자일리톨 13G,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062214433,자일리톨 3본팩 13Gx3`S,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062214617,자일리톨 200G,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062214679,자일리톨 13G,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062116836,롯데자일리톨3pack,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062318476,롯데제과 자일리톨24G - PAPER BOX,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062217137,자일리톨,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
880106210007,자일리톨껌5000,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
880106210013,자일리톨껌,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
880106215911,자일리톨껌,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
880106216538,자일리톨,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062216918,자일리톨,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062215256,자일리톨5000*2p+증정품,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062214686,자일리톨1박스,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062312931,자일리톨4000(용기)기획,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062313631,자일리톨,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062315802,자일리톨 껌 1곽,롯데제과(주),19690086003174,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062213178,망고껌,롯데제과(주),19690086003173,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062318230,롯데제과 블랙블랙27G - FOIL,롯데제과(주),19690086003170,추잉껌,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801062639458,롯데 빼빼로프리미어슬림 120G,롯데제과(주),19690086003790,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8809090947088,오동동할매아구찜,참바다영어조합법인,20000500044129,기타 수산물가공품,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8809188140346,수수단자,(주)예당식품,2010020005211,떡류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809188140049,쑥카경단,(주)예당식품,201002000529,떡류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809188140155,대추경단,(주)예당식품,201002000528,떡류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8807142776815,합치액젓 1.8L,다산종합식품,1999036230714,액젓,젓갈류,가공식품,2015-01-22 11:12:12.0
8809047011473,현대푸드시스템 뉴소고기고추장 100g 1개,(주)현대푸드시스템,2013052804132,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809047015679,현대푸드시스템 뉴돌솥전주비빔 100g 1개,(주)현대푸드시스템,2013052804130,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809047011480,현대푸드시스템 뉴돌솥전주비빔 100g 1개,(주)현대푸드시스템,2013052804130,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809047015655,현대푸드시스템 뉴참치김치 100g 1개,(주)현대푸드시스템,2013052804129,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809047011466,현대푸드시스템 뉴참치김치 100g 1개,(주)현대푸드시스템,2013052804129,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809047019967,현대푸드시스템 폭탄참치김치 200g 1개,(주)현대푸드시스템,2013052804122,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809047019950,현대푸드시스템 폭탄참치마요네즈 200g 1개,(주)현대푸드시스템,2013052804123,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809047011459,현대푸드시스템 뉴참치마요네즈 100g 1개,(주)현대푸드시스템,2013052804128,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809047015648,현대푸드시스템 뉴참치마요네즈 100g 1개,(주)현대푸드시스템,2013052804128,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8801759002886,중면구포쫄깃국수 1.4KG,칠갑농산(주),1993047200526,건면,면류,가공식품,2015-01-22 11:12:12.0
8809164090344,새민들레,한비즌,2003049702052,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090306,능소화,한비즌,2003049702050,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090238,산 수 유,한비즌,2003049702049,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090245,강 정 세 트,한비즌,2003049702048,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090290,쌀튀밥강정,한비즌,2003049702047,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090320,검은콩유과,한비즌,2003049702046,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090207,검은콩유과,한비즌,2003049702046,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090146,소 포 장,한비즌,2003049702045,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090047,솜 다 리,한비즌,2003049702044,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090030,진 달 래,한비즌,2003049702043,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809056194150,나래식품(주) 다손고기왕만두 1400g,나래식품(주),20000498094231,만두,만두류,가공식품,2015-01-22 11:12:12.0
8809056190138,나래식품(주) 산동떡갈비만두 180g,나래식품(주),20000498094230,만두,만두류,가공식품,2015-01-22 11:12:12.0
8809056190152,나래식품(주) 산동떡갈비만두 420g,나래식품(주),20000498094230,만두,만두류,가공식품,2015-01-22 11:12:12.0
8809056190169,나래식품(주) 산동떡갈비만두 1300g,나래식품(주),20000498094230,만두,만두류,가공식품,2015-01-22 11:12:12.0
8809056190107,나래식품(주) 산동매운찐만두 180g,나래식품(주),20000498094229,만두,만두류,가공식품,2015-01-22 11:12:12.0
8809056195256,나래식품(주) 부농정통군만두 1300g,나래식품(주),20000498094228,만두,만두류,가공식품,2015-01-22 11:12:12.0
8809056194204,나래식품(주) 맛따오래왕만두 1400g,나래식품(주),20000498094226,만두,만두류,가공식품,2015-01-22 11:12:12.0
8809164090054,들 국 화,한비즌,2003049702041,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090252,한 아 름,한비즌,2003049702040,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090313,명 경,한비즌,2003049702039,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090122,명경,한비즌,2003049702039,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809164090160,채 송 화,한비즌,2003049702038,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8804294018398,참감자라면110g,(주)새롬식품,19960494020131,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8804294018411,참감자라면BOX,(주)새롬식품,19960494020131,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8803478010975,순창골재래식메주된장900g,순창골전통식품영농조합법인,19910499034118,한식된장,장류,가공식품,2015-01-22 11:12:12.0
8809096510651,이가간편당면1kg,(주)서안,1991050103923,건면,면류,가공식품,2015-01-22 11:12:12.0
8809096510552,(주) 서안 홈플러스 좋은상품 쫄깃당면 500G,(주)서안,1991050103919,건면,면류,가공식품,2015-01-22 11:12:12.0
8809096510569,(주) 서안 홈플러스 좋은상품 쫄깃당면 1000G,(주)서안,1991050103919,건면,면류,가공식품,2015-01-22 11:12:12.0
8801007138640,CJ제일제당 해찬들 100% 국산된장 450g 450G x 1EA,씨제이제일제당(주),2002046408890,된장,장류,가공식품,2015-01-22 11:12:12.0
8801007185699,CJ제일제당 해찬들 100% 국산된장 850g 850G x 1EA,씨제이제일제당(주),2002046408890,된장,장류,가공식품,2015-01-22 11:12:12.0
8801007185682,CJ제일제당 해찬들 4선저염된장 450G,씨제이제일제당(주),2002046408889,된장,장류,가공식품,2015-01-22 11:12:12.0
8801007243306,백설갈비양념 240G,씨제이제일제당(주),2002046408887,소스,소스류,가공식품,2015-01-22 11:12:12.0
8801007243771,제당갈비양념장,씨제이제일제당(주),2002046408887,소스,소스류,가공식품,2015-01-22 11:12:12.0
8801007245973,백설갈비양념 4근용 480G,씨제이제일제당(주),2002046408887,소스,소스류,가공식품,2015-01-22 11:12:12.0
8801007246307,백설갈비양념 840G,씨제이제일제당(주),2002046408887,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809173200123,키위쉐이크,참존식품,2000016365369,음료베이스,기타음료,가공식품,2015-01-22 11:12:12.0
8809173201021,참존]원칡차420g,참존식품,2000016365368,고형차,다류,가공식품,2015-01-22 11:12:12.0
8809173200345,딸기쉐이크,참존식품,2000016365361,음료베이스,기타음료,가공식품,2015-01-22 11:12:12.0
8809173200130,딸기쉐이크,참존식품,2000016365361,음료베이스,기타음료,가공식품,2015-01-22 11:12:12.0
8809238920010,진경식품 옛날뻥튀기 330G x 1EA,진경식품,200901561798,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809046020728,쌀강정-행사,진경식품,200901561796,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809288635025,치즈머핀,비알코리아(주),20020163450318,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8808144001899,날치알(오랜지),해진물산(주),20000149066441,기타 수산물가공품,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8809374431746,홍국미 40g,바비조아,2010015622847,곡류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8801043808972,농심 건면세대 청국장(4입),(주)농심,200701490023,건면,면류,가공식품,2015-01-22 11:12:12.0
8801043052306,농심 건면세대 청국장 87g,(주)농심,200701490023,건면,면류,가공식품,2015-01-22 11:12:12.0
8801043807692,농심 건면세대 김치(4입),(주)농심,200701490022,건면,면류,가공식품,2015-01-22 11:12:12.0
8801043052092,농심 건면세대 김치 82g,(주)농심,200701490022,건면,면류,가공식품,2015-01-22 11:12:12.0
8809165213001,보우 F&B 제맛다믄 味 生비빔면,보우F&B(주),2005024206716,생면,면류,가공식품,2015-01-22 11:12:12.0
8809173201038,참존]산수유차160g,참존식품,200001636533,고형차,다류,가공식품,2015-01-22 11:12:12.0
8809165212004,보우 F&B 제맛다믄 味 떡국 145g,보우F&B(주),200502420678,떡류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809165210109,보우 F&B 제맛다믄 味 물냉면 491g,보우F&B(주),200502420677,숙면,면류,가공식품,2015-01-22 11:12:12.0
8809173200369,꿀대추차,참존식품,2000016365312,액상차,다류,가공식품,2015-01-22 11:12:12.0
8809374430190,바비조아 홍국찰보리 700g*1개,바비조아,2010015622845,곡류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8801019087510,해태]폴라포스포츠/700,해태제과식품(주),198605600293,빙과,빙과류,가공식품,2015-01-22 11:12:12.0
8801019305191,해태칼로리바란스과일맛1200,해태제과식품(주),198605600292,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801019306402,해태제과식품 칼로리바란스과일맛(1500)76G - PAPER BOX,해태제과식품(주),198605600292,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801019932052,칼로리바란스과일맛 1000,해태제과식품(주),198605600292,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8807920701015,초록한차,(주)초록원,2005056047073,고형차,다류,가공식품,2015-01-22 11:12:12.0
8807920701039,초록한차,(주)초록원,2005056047073,고형차,다류,가공식품,2015-01-22 11:12:12.0
8809146520050,매일녹차김40g,매일푸드,1988056002014,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8809146520081,녹차김,매일푸드,1988056002014,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8801052992501,대상(주) 이마트 맛보고 해물 150G x 1EA,대상(주),19800347002401,복합조미식품,소스류,가공식품,2015-01-22 11:12:12.0
8801052992518,대상(주) 이마트 맛보고 해물 300G x 1EA,대상(주),19800347002401,복합조미식품,소스류,가공식품,2015-01-22 11:12:12.0
8809051541010,햇맛국수,농업회사법인(주)흥신식품,2000057009415,건면,면류,가공식품,2015-01-22 11:12:12.0
8809173200147,망고,참존식품,2000016365334,음료베이스,기타음료,가공식품,2015-01-22 11:12:12.0
8809082050659,제주감귤한과]제주감귤약과50g,농업회사법인(주)왕가,2006024236413,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801097250079,포카리스웨트 620ML,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097250369,포카리스웨트1.8ℓ,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097178014,포카리스웨트+오란씨 1.5L*2,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097187016,(동아)포카리스웨트620ML*3,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097178021,포카리+그린타임 1.5L*2,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097250383,포카리스웨트1.8ℓ+1.5ℓ,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097250420,동아오츠카 포카리340ML펫6입 2040G,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097250468,동아오츠카(주) 포카리스웨트 포카리스웨트페트340 8000G x 20EA,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097178182,국산 포카리스웨트 포카리스웨트1.5*2 3000G,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097150096,동아오츠카 포카리스웨트 can 340G x 1EA,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097150218,동아오츠카 포카리스웨트 선물셋 245G x 15EA,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097178113,동아오츠카 포카리스웨트 포카리스웨트1.8L 1800G,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097178090,포카리+블랙빈테라피1.5L*2,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097250053,포카리스웨트500*4,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097250279,포카리스웨트620,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097278035,포카리기획1.5*2,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097618114,동아]포카리스웨트1.5Lpt,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097850019,*포카리290mlNB캔(기획),동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097131019,오란씨 포도맛 250ML,동아오츠카(주),197302880067,탄산음료,탄산음료류,가공식품,2015-01-22 11:12:12.0
8801097231016,오란씨 포도맛 1.5L,동아오츠카(주),197302880067,탄산음료,탄산음료류,가공식품,2015-01-22 11:12:12.0
8801097231047,동아 오란씨 포도맛 1.5ℓ * 2입,동아오츠카(주),197302880067,탄산음료,탄산음료류,가공식품,2015-01-22 11:12:12.0
8801097130036,오란씨그레이프,동아오츠카(주),197302880067,탄산음료,탄산음료류,가공식품,2015-01-22 11:12:12.0
8801097130012,오란씨그레이프,동아오츠카(주),197302880067,탄산음료,탄산음료류,가공식품,2015-01-22 11:12:12.0
8809075750306,설해원]식탁김,설해원,201002885378,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8809075756070,현미유재래김  9단,설해원,201002885377,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8809075756025,현미유갓구워낸재래김35g,설해원,201002885377,조미김,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8805477003576,합천 재래식 간장 전통 0.9L,합천우리식품,199606250469,한식간장,장류,가공식품,2015-01-22 11:12:12.0
8805477180017,합천 재래식간장 전통 1.8L,합천우리식품,199606250469,한식간장,장류,가공식품,2015-01-22 11:12:12.0
8801097178038,포카리스웨트1.5L+오란씨파인1.5L,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097150010,포카리스웨트 245ML,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097250413,포카리스웨트 알칼리성이온음료 340ML,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801097250376,포카리스웨트 1.8ℓ * 2,동아오츠카(주),1973028800610,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8809188221991,까망롤치즈(5개입),씨제이푸드빌(주),19970445144870,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809188221984,까망롤치즈(10개입),씨제이푸드빌(주),19970445144870,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809188222011,롤치즈식빵(1/2),씨제이푸드빌(주),19970445144869,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809188222004,롤치즈식빵,씨제이푸드빌(주),19970445144869,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809188224244,우리쌀생크림케익1호,씨제이푸드빌(주),19970445144866,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801045911250,(오뚜기)하프마요네즈525인팩525G,(주)오뚜기,2001044505535,소스,소스류,가공식품,2015-01-22 11:12:12.0
8801045162980,오뚜기 오리엔탈논오일소스 205g,(주)오뚜기,2001044505520,소스,소스류,가공식품,2015-01-22 11:12:12.0
8801045160740,오뚜기 1000아일랜드드레싱3.2kg 3.2G x 1EA,(주)오뚜기,2001044505530,소스,소스류,가공식품,2015-01-22 11:12:12.0
8801045176314,(주)오뚜기 1000아일랜드드레싱 500g,(주)오뚜기,2001044505530,소스,소스류,가공식품,2015-01-22 11:12:12.0
8801045176307,(주) 오뚜기 1000아일랜드드레싱 250G,(주)오뚜기,2001044505530,소스,소스류,가공식품,2015-01-22 11:12:12.0
8801045140117,오뚜기 산뜻한후레시마요네스300G - TUBE,(주)오뚜기,2001044505525,마요네즈,소스류,가공식품,2015-01-22 11:12:12.0
8809135303640,자연주의친환경100%원액머루포도주스,(주)웰팜,20030445042115,과.채주스,과일.채소류음료,가공식품,2015-01-22 11:12:12.0
8809135303633,자연주의 친환경100%원액 포도주스,(주)웰팜,20030445042111,과.채주스,과일.채소류음료,가공식품,2015-01-22 11:12:12.0
8801964700669,백후추 50G,초야식품,1993044502514,천연향신료,향신료가공품,가공식품,2015-01-22 11:12:12.0
8801964700386,초야백후추450G,초야식품,1993044502514,천연향신료,향신료가공품,가공식품,2015-01-22 11:12:12.0
8801964700379,마늘가루 450G,초야식품,199304450258,천연향신료,향신료가공품,가공식품,2015-01-22 11:12:12.0
8801964700034,초야식품 마늘가루 60G,초야식품,199304450258,천연향신료,향신료가공품,가공식품,2015-01-22 11:12:12.0
8801964700089,계피 50G,초야식품,199304450252,천연향신료,향신료가공품,가공식품,2015-01-22 11:12:12.0
8801964700041,초야식품 계피가루 60G,초야식품,199304450252,천연향신료,향신료가공품,가공식품,2015-01-22 11:12:12.0
8801964702472,~초야엿기름400g,초야식품,1993044502525,곡류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8801964700676,산초가루 50G,초야식품,1993044502523,천연향신료,향신료가공품,가공식품,2015-01-22 11:12:12.0
8804342163698,중앙인삼동의명차(18g*100T),중앙식품산업사,1995044000226,고형차,다류,가공식품,2015-01-22 11:12:12.0
8804342633030,중앙식품 중앙매실차(18g*18T),중앙식품산업사,1995044000225,고형차,다류,가공식품,2015-01-22 11:12:12.0
8809106188092,행복한 본성 음료 100ml,셀루스(주),2002044518127,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8809276748140,세라피스 드레스 마테차,(주)셀루스,2002044518124,침출차,다류,가공식품,2015-01-22 11:12:12.0
8809188221809,메론빵,씨제이푸드빌(주),19970445144856,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809188224169,프로포즈하트케익1호,씨제이푸드빌(주),19970445144854,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809188221359,소프트피넛버터쿠키,씨제이푸드빌(주),1997044514493,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809188222615,토스트식빵,씨제이푸드빌(주),1997044514486,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809188225975,촉촉한초코케익,씨제이푸드빌(주),19970445144874,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809188221953,상큼한유자크림치즈,씨제이푸드빌(주),19970445144871,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809071542172,티젠 메밀차 11티백,(주)티젠,2006034704166,침출차,다류,가공식품,2015-01-22 11:12:12.0
8809071541748,티젠]메밀차20T,(주)티젠,2006034704166,침출차,다류,가공식품,2015-01-22 11:12:12.0
8809071541267,후르츠가든(딸기&복숭아맛)20티백,(주)티젠,2006034704164,침출차,다류,가공식품,2015-01-22 11:12:12.0
8809071541281,후르츠가든(블루베리&엘더베리)20티백,(주)티젠,2006034704163,침출차,다류,가공식품,2015-01-22 11:12:12.0
8809331508078,칼슘김말이튀김 맘초이 PK.(약25g*37±3ea),(주)아워홈,20090311271221,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809331506586,칼슘김치김말이튀김 맘초이 PK.(약25g*37±3ea),(주)아워홈,20090311271217,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809148384711,돈가스소스,사랑과정성,2009031102458,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809071541205,티젠 장미꽃차 20티백,(주)티젠,2006034704156,침출차,다류,가공식품,2015-01-22 11:12:12.0
8809331504841,꼬모치야리이까 아워홈 EA(230g),(주)아워홈,20090311271211,기타 수산물가공품,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8809331509549,함박스테이크 맘초이 PK.(60g*10ea),(주)아워홈,20090311271208,식육함유가공품,식육가공품 및 포장육,가공식품,2015-01-22 11:12:12.0
8809331500935,갈릭햄버그스테이크 손수 EA(200g),(주)아워홈,20090311271207,식육함유가공품,식육가공품 및 포장육,가공식품,2015-01-22 11:12:12.0
8807432500052,다진 홍고추 국산고추 100% 250G,엔젤식품,200702750729,향신료조제품,향신료가공품,가공식품,2015-01-22 11:12:12.0
8807432300034,다진생강 생강100% 80G,엔젤식품,200702750722,천연향신료,향신료가공품,가공식품,2015-01-22 11:12:12.0
8809216606325,(주)아워홈 손수 단팥죽 270G x 1EA,(주)아워홈,20090311271119,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809257827864,(주)아워홈 손수 손수 단팥죽 3입 270G x 3EA,(주)아워홈,20090311271119,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8801045290010,오뚜기 컵곤약(녹차맛) 305G,(주)오뚜기,1992030803815,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8801045299570,오뚜기 맛있는 김치찌개 250g,(주)오뚜기,1992030803810,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8801045299532,오뚜기 맛있는 된장찌개250g,(주)오뚜기,199203080389,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8801045299549,오뚜기 맛있는 청국장찌개250g,(주)오뚜기,199203080388,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8801045299945,오뚜기 옛날설렁탕300G - FOIL BAG,(주)오뚜기,199203080387,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8801045299600,오뚜기 옛날 설렁탕 500g,(주)오뚜기,199203080387,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8801045299938,오뚜기 옛날도가니탕300G - POUCH PACK,(주)오뚜기,199203080386,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8801045299709,오뚜기 옛날 도가니탕 500g,(주)오뚜기,199203080386,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809360620239,노루궁뎅이버섯발효환제,(주)내츄럴씨앤에프,2012054310724,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809148384889,냉모밀소스,사랑과정성,2009031102441,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809071542028,티젠 메밀차 12티백,(주)티젠,2006034704166,침출차,다류,가공식품,2015-01-22 11:12:12.0
8809071542837,(주)티젠 메밀차 200T,(주)티젠,2006034704166,침출차,다류,가공식품,2015-01-22 11:12:12.0
8809071540918,티젠 메밀차 210T,(주)티젠,2006034704166,침출차,다류,가공식품,2015-01-22 11:12:12.0
8809071540031,티젠 메밀차 180T,(주)티젠,2006034704166,침출차,다류,가공식품,2015-01-22 11:12:12.0
